0	Index      	 *	Score 	Summary	Detail	
466	22132 51653	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9TLV|aRMIN
467	22132 51662	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9LHND|aMSLFST
468	22132 41435	   	177.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6LIT|7AART|8FEWX|9RCR|aRCVC
469	21124 62223	   	177.89	DCR|2VULN|1AART|1ASPD|1CDMG	1DMSP|2MLV|3CDMG|4aVULN|5FEWX|6CGEN|7ASPD|8AART|9RCR
470	21125 36223	   	177.89	DCR|2VULN|1AART|1ASPD|1CDMG	1DMSP|2MLV|3CDMG|4aVULN|5CGEN|6ASPD|7FEWX|8AART|9RCR
471	22132 51232	   	177.87	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|59VULN|6DUST|7RCR|8MBVNT|aMSLFST
472	22132 51234	   	177.87	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|59VULN|6DUST|7RCR|8MBVNT|aERES
473	22132 51236	   	177.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1MSE	1DMSP|2ASPD|3CDMG|4DMG|59VULN|6DUST|7RCR|8MBVNT|aMSE
474	23231 34422	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	1DMSP|2LIT|3TLV|48VULN|5ASPD|6RCR|7MLV|9AART|aZMB
475	32416 24333	   	177.84	DCR|3VULN|1DMG|1NUKE|1CDMG	1BEXP|2NUKE|37LWND|4DMG|589VULN|6RCR|aCDMG
476	22432 31161	   	177.79	DCR|2VULN|2ASPD|2ZMB|1DUR|1SELL	1DMSP|2aASPD|3BELT|4aVULN|5TSLARM|6DUR|7RCR|8aZMB|9SELL|aBPWR
477	21132 26223	   	177.79	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2MLV|3CDMG|4DMG|5aVULN|6TLV|7FEWX|8AART|9RCR
478	21142 26223	   	177.79	DCR|2VULN|1AART|1ASPD|1CDMG	1DMSP|2MLV|3CDMG|4ASPD|5aVULN|6TLV|7FEWX|8AART|9RCR
479	22126 26223	   	177.79	DCR|2VULN|1AART|1ASPD|1CDMG	1DMSP|2ASPD|3CDMG|4aVULN|5CGEN|6TLV|7FEWX|8AART|9RCR
480	22152 26223	   	177.79	DCR|2VULN|1AART|1ASPD|1CDMG	1DMSP|2ASPD|3CDMG|4CGEN|5aVULN|6TLV|7FEWX|8AART|9RCR
481	22156 45411	   	177.77	DCR|1VULN|1AART|2CDMG|1ASPD|1SPLREG	1DMSP|2ASPD|39CDMG|4CGEN|5MBVNT|6RCR|7SPLREG|8AART|aVULN
482	23231 31422	   	177.77	DCR|2VULN|1AART|1ASPD|1ZMB	1DMSP|2LIT|3TLV|48VULN|5ASPD|6RCR|7ERES|9AART|aZMB
483	23631 33221	   	177.77	DCR|2VULN|1MDPS|1AART|1ASPD|1NUKE|1ZMB	1DMSP|2LIT|3NUKE|49VULN|5ASPD|6RCR|7MDPS|8AART|aZMB
484	13512 11313	   	177.70	DCR|2VULN|2DMG|1NUKE|1CDMG	1LEGI|259LHND|3AME|49DMG|6RCR|79VULN|8NUKE|9BPWR|aCDMG
485	22136 38314	 * 	177.69	DCR|3ASPD|1MDPS|2DMG|1CDMG	1DMSP|279ASPD|3CDMG|49DMG|5MBVNT|69LWND|8RCR|9BPWR|aMDPS
486	23333 53716	   	177.68	DCR|2DMG|2ASPD|1AART|1ZMB	1DMSP|2LIT|3MBVNT|46ASPD|56DMG|6BPWR|7ZMB|8BEXP|9AART|aRCR
487	22136 46383	   	177.68	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5MBVNT|6MULARM|7RCVC|8RCR|9aVULN
488	55312 23112	   	177.67	DCR|2DMG|1AART|1ASPD|1NUKE|1ZMB|1DUR	1DUR|2LIT|3ASPD|4NUKE|56DMG|7RCR|8AELBLL|9AART|aZMB
489	23333 56134	   	177.65	DCR|2DMG|2ASPD|1VULN|1DUR	1DMSP|2LIT|3MBVNT|46ASPD|56DMG|6BPWR|7RPLT|8DUR|9RCR|aVULN
490	22132 51242	   	177.65	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6DUST|7RCR|8MBVNT|9LIT|aNUKE
491	25233 32421	   	177.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1DMSP|2BEXP|3LIT|4ASPD|5DMG|6RCR|7LWND|8AART|9VULN|aZMB
492	35133 32421	   	177.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	13BEXP|2LIT|4ASPD|5DMG|6RCR|7LWND|8AART|9VULN|aZMB
493	23211 36321	   	177.63	DCR|2ASPD|1VULN|1AART|1CDMG	1DMSP|2LIT|3TLV|4BEXP|57ASPD|6RCR|8CDMG|9AART|aVULN
494	23231 36316	   	177.63	DCR|2ASPD|1VULN|1AART|1CDMG	1DMSP|2LIT|3TLV|4VULN|57ASPD|6RCR|8CDMG|9LWND|aAART
495	23251 36321	   	177.63	DCR|2ASPD|1VULN|1AART|1CDMG	1DMSP|2LIT|3TLV|4FEWX|57ASPD|6RCR|8CDMG|9AART|aVULN
496	23611 36321	   	177.63	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	1DMSP|2LIT|3NUKE|4BEXP|57ASPD|6RCR|8CDMG|9AART|aVULN
497	23631 36316	   	177.63	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	1DMSP|2LIT|3NUKE|4VULN|57ASPD|6RCR|8CDMG|9LWND|aAART
498	23631 36323	   	177.63	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	1DMSP|2LIT|3NUKE|4VULN|57ASPD|6RCR|8CDMG|9AART|aSNIFST
499	23631 36326	   	177.63	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	1DMSP|2LIT|3NUKE|4VULN|57ASPD|6RCR|8CDMG|9AART|aLHND
500	23651 36321	   	177.63	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	1DMSP|2LIT|3NUKE|4FEWX|57ASPD|6RCR|8CDMG|9AART|aVULN
501	23661 36321	   	177.63	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	1DMSP|2LIT|3NUKE|4LHND|57ASPD|6RCR|8CDMG|9AART|aVULN
502	25236 36321	   	177.63	DCR|2ASPD|1VULN|1AART|1CDMG	1DMSP|2BEXP|3LIT|47ASPD|5TLV|6RCR|8CDMG|9AART|aVULN
503	32334 22164	 * 	177.63	DCR|1MDPS|2ASPD|1VULN|1AART|1NUKE|1CDMG	15BEXP|2NUKE|3MDPS|45ASPD|5BPWR|6RCR|7AART|8LHND|9CDMG|aVULN
504	35136 36321	   	177.63	DCR|2ASPD|1VULN|1AART|1CDMG	13BEXP|2LIT|47ASPD|5TLV|6RCR|8CDMG|9AART|aVULN
505	35231 36321	   	177.63	DCR|2ASPD|1VULN|1AART|1CDMG	1BEXP|24LIT|3TLV|57ASPD|6RCR|8CDMG|9AART|aVULN
506	32416 24323	   	177.60	DCR|2VULN|2DMG|1NUKE|1CDMG	1BEXP|2NUKE|37LWND|49DMG|58VULN|6RCR|aCDMG
507	23333 53436	   	177.58	DCR|2DMG|2ASPD|1AART|1ZMB	1DMSP|2LIT|3MBVNT|46ASPD|56DMG|6BPWR|7ZMB|8AART|9DUST|aRCR
508	22115 16612	   	177.58	DCR|2AART|1VULN|1ASPD|1CDMG	1DMSP|2ASPD|3CDMG|4AELBLL|59AART|6BEXP|7RCR|8MLV|aVULN
509	16311 33456	   	177.58	DCR|2VULN|1ASPD|1DMG|2ZMB|1DUR	1LEGI|28DUST|38ZMB|4DMG|5ASPD|68VULN|7MBVNT|8BPWR|9DUR|aRCR
510	31315 11141	   	177.57	DCR|2VULN|1DMG|1NUKE|3DUR	18BEXP|28CGEN|35aDUR|4DMG|6RCR|78VULN|8BPWR|9NUKE
511	31315 11142	   	177.57	DCR|3VULN|1DMG|1NUKE|2DUR	18aBEXP|28aCGEN|35DUR|4DMG|6RCR|78aVULN|8aBPWR|9NUKE
512	31315 11143	   	177.57	DCR|2VULN|1DMG|1NUKE|2DUR	18BEXP|28CGEN|35DUR|4DMG|6RCR|78VULN|8BPWR|9NUKE|aFEWX
513	31315 11144	   	177.57	DCR|2VULN|1DMG|1NUKE|2DUR	18BEXP|28CGEN|35DUR|4DMG|6RCR|78VULN|8BPWR|9NUKE|aMLV
514	31315 11145	   	177.57	DCR|2VULN|1DMG|1NUKE|2DUR	18BEXP|28CGEN|35DUR|4DMG|6RCR|78VULN|8BPWR|9NUKE|aERES
515	31315 11146	   	177.57	DCR|2VULN|1DMG|1NUKE|2DUR	18BEXP|28CGEN|35DUR|4DMG|6RCR|78VULN|8BPWR|9NUKE|aRPLT
516	31315 11151	   	177.57	DCR|2VULN|1ASPD|1DMG|2DUR	18BEXP|28CGEN|35DUR|4DMG|6RCR|78VULN|8BPWR|9DUST|aASPD
517	22132 41434	   	177.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6LIT|7AART|8FEWX|9RCR|aRPLT
518	23231 34353	   	177.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1DMSP|2LIT|3TLV|4VULN|5ASPD|6RCR|7MLV|8AART|9DMG|aZMB
519	22131 23318	   	177.54	DCR|2ASPD|1VULN|2CDMG|1DMG	1DMSP|29ASPD|39CDMG|4DMG|5LWND|69AELBLL|7MBVNT|8RCR|9BPWR|aVULN
520	23631 36325	   	177.53	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1MSE	1DMSP|2LIT|3NUKE|4VULN|57ASPD|6RCR|8CDMG|9AART|aMSE
521	16516 11313	   	177.50	DCR|2VULN|2DMG|1NUKE|1CDMG	1LEGI|29DUST|34DMG|59AME|6RCR|79VULN|8NUKE|9BPWR|aCDMG
522	53213 31315	   	177.48	DCR|3ZMB|1VULN|1DMG|1CDMG|2DUR	19DUR|239BEXP|4DMG|5CDMG|689ZMB|7RCR|9BPWR|aVULN
523	22124 54333	   	177.48	DCR|2AART|1VULN|1ASPD|1CDMG	1DMSP|2ASPD|3CDMG|4VULN|5BELT|6aAART|7RCR|8CGEN|9DUST
524	23333 52378	   	177.47	DCR|3DMG|2ASPD|1CDMG	1DMSP|2LIT|3MBVNT|46ASPD|56aDMG|6BPWR|7FEWX|8CDMG|9RCR
525	21145 43113	   	177.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2MLV|3CDMG|4ASPD|5AART|6DMG|7CGEN|8AAC|9RCR|aVULN
526	22135 32113	   	177.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|67LWND|8AAC|9RCR|aVULN
527	22135 63113	   	177.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6AME|7CGEN|8AAC|9RCR|aVULN
528	22132 41432	   	177.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6LIT|7AART|8FEWX|9RCR|aLEGI
529	22132 41433	   	177.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6LIT|7AART|8FEWX|9RCR|aERES
530	32334 22126	 * 	177.45	DCR|2AART|1MDPS|2ASPD|1VULN|1NUKE	15BEXP|2NUKE|3MDPS|45ASPD|5BPWR|6RCR|7aAART|8LHND|9VULN
531	22133 36253	 * 	177.44	DCR|2ASPD|1AART|2CDMG|1DMG	1DMSP|26ASPD|39CDMG|4DMG|5SNIFST|7AME|8RCR|aAART
532	22133 36255	   	177.44	DCR|2ASPD|1VULN|2CDMG|1DMG	1DMSP|26ASPD|39CDMG|4DMG|5SNIFST|7AME|8RCR|aVULN
533	61315 33215	   	177.41	DCR|3DMG|2VULN|1NUKE|1DUR	19MLV|2NUKE|35DUST|459DMG|59BPWR|6FEWX|7DUR|89VULN|aRCR
534	23115 34352	   	177.39	DCR|2VULN|1AART|1DMG|2ZMB	1DMSP|27LIT|3aLHND|4AART|57ZMB|67VULN|7BPWR|8RCR|9DMG
535	23115 34362	   	177.39	DCR|2VULN|1AART|1ASPD|2ZMB	1DMSP|279LIT|3LHND|4AART|57ZMB|67VULN|7BPWR|8RCR|aASPD
536	22155 36212	   	177.38	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4CGEN|59AART|6AAC|7RCR|8TLV|aVULN
537	13153 43145	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2LHND|3MBVNT|4ASPD|5AART|6CDMG|7LWND|8DMG|9RCR|aVULN
538	13153 44145	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2LHND|3MBVNT|4ASPD|5AART|6CDMG|7BEXP|8DMG|9RCR|aVULN
539	21145 41113	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2MLV|3CDMG|4ASPD|5AART|6DMG|7TLV|8AAC|9RCR|aVULN
540	22135 13113	   	177.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6ERES|7CGEN|8AAC|9RCR|aVULN
541	22135 21113	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6CGEN|7TLV|8AAC|9RCR|aVULN
542	22135 23113	   	177.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6CGEN|7ERES|8AAC|9RCR|aVULN
543	22135 43113	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6NUKE|7CGEN|8AAC|9RCR|aVULN
544	22135 61113	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6AME|7TLV|8AAC|9RCR|aVULN
545	22135 65113	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6AME|7ERES|8AAC|9RCR|aVULN
546	22155 41113	   	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4CGEN|5AART|6DMG|7TLV|8AAC|9RCR|aVULN
547	22155 43113	   	177.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4CGEN|5AART|6DMG|7ERES|8AAC|9RCR|aVULN
548	61121 35324	   	177.35	DCR|2AART|2ASPD|1VULN|1NUKE	1MLV|2NUKE|3FEWX|4ERES|5aAART|6RCR|78ASPD|9VULN
549	22134 36253	   	177.34	DCR|2ASPD|1AART|2CDMG|1DMG	1DMSP|25ASPD|39CDMG|4DMG|6TSLARM|7AME|8RCR|aAART
550	33516 11121	   	177.30	DCR|3DMG|2VULN	18BEXP|28aFEWX|349DMG|5AME|6RCR|78VULN|8BPWR
551	33516 11122	   	177.30	DCR|3DMG|2VULN	18BEXP|28FEWX|349DMG|5AME|6RCR|78VULN|8BPWR|aCGEN
552	33516 11124	   	177.30	DCR|3DMG|2VULN	18BEXP|28FEWX|349DMG|5AME|6RCR|78VULN|8BPWR|aLWND
553	33516 11126	   	177.30	DCR|3DMG|2VULN	18BEXP|28FEWX|349DMG|5AME|6RCR|78VULN|8BPWR|aBELT
554	23112 36431	   	177.29	DCR|2VULN|1MDPS|1AART|1ASPD|2ZMB	1DMSP|29LIT|3LHND|4AART|5MDPS|69ZMB|79VULN|8RCR|9BPWR|aASPD
555	23115 34353	   	177.29	DCR|2VULN|1AART|1DMG|2ZMB	1DMSP|27LIT|3LHND|4AART|57ZMB|67VULN|7BPWR|8RCR|9DMG|aTLV
556	35212 36313	   	177.28	DCR|2DMG|1VULN|1ASPD|1CDMG	1BEXP|2LIT|3TLV|45DMG|6RCR|7ASPD|8RMIN|9CDMG|aVULN
557	35212 36513	   	177.28	DCR|2DMG|1VULN|1ASPD|1CDMG	1BEXP|2LIT|3TLV|45DMG|6RCR|7ASPD|8CGEN|9CDMG|aVULN
558	22135 11113	   	177.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6ERES|7TLV|8AAC|9RCR|aVULN
559	22135 41113	   	177.27	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6NUKE|7TLV|8AAC|9RCR|aVULN
560	22135 45113	   	177.27	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6NUKE|7ERES|8AAC|9RCR|aVULN
561	21153 61236	   	177.27	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1DMSP|2MLV|36CDMG|4ZMB|5VENFST|7DMG|8RCR|9VULN|aAART
562	22136 84342	 * 	177.24	DCR|2ASPD|1VULN|2CDMG|1NUKE|1DMG	1DMSP|2aASPD|3aCDMG|4DMG|5MBVNT|6NUKE|7VULN|8RCR|9aTLV|aBPWR
563	13512 11121	   	177.20	DCR|3DMG|2VULN	1LEGI|258LHND|3AME|489DMG|6RCR|78VULN|8BPWR|aFEWX
564	13512 11122	   	177.20	DCR|3DMG|2VULN	1LEGI|258LHND|3aAME|489DMG|6RCR|78VULN|8BPWR
565	13512 11123	   	177.20	DCR|3DMG|2VULN	1LEGI|258LHND|3AME|489DMG|6RCR|78VULN|8BPWR|aRPLT
566	13512 11124	   	177.20	DCR|3DMG|2VULN	1LEGI|258LHND|3AME|489DMG|6RCR|78VULN|8BPWR|aLWND
567	33516 11123	   	177.20	DCR|3DMG|2VULN	18BEXP|28FEWX|349DMG|5AME|6RCR|78VULN|8BPWR|aERES
568	23342 23574	   	177.18	DCR|3VULN|2DMG	1DMSP|2LIT|3MBVNT|4LHND|56DMG|7RCR|89aVULN
569	35312 23574	   	177.18	DCR|3VULN|2DMG	1BEXP|2LIT|3MBVNT|4DMSP|56DMG|7RCR|89aVULN
570	35332 23574	   	177.18	DCR|3VULN|2DMG	14BEXP|2LIT|3MBVNT|56DMG|7RCR|89aVULN
571	15212 36313	   	177.18	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1LEGI|2LIT|3AAC|45DMG|6RCR|7ASPD|8CGEN|9CDMG|aVULN
572	15212 36316	   	177.18	DCR|2DMG|1AART|1ASPD|1CDMG|1AAC	1LEGI|2LIT|3AAC|45DMG|6RCR|7ASPD|8CGEN|9CDMG|aAART
573	35212 36213	   	177.18	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1BEXP|2LIT|3TLV|45DMG|6RCR|7ASPD|8AAC|9CDMG|aVULN
574	35512 36113	   	177.18	DCR|2DMG|1VULN|1ASPD|1CDMG	1BEXP|2LIT|3ERES|45DMG|6RCR|7ASPD|8TLV|9CDMG|aVULN
575	53513 31353	   	177.17	DCR|2DMG|1AART|1CDMG|2ZMB|1DUR	1DUR|2BEXP|34DMG|5CDMG|68ZMB|7RCR|9AELBLL|aAART
576	15512 36113	   	177.08	DCR|2DMG|1VULN|1ASPD|1CDMG	1LEGI|2LIT|3ERES|45DMG|6RCR|7ASPD|8TLV|9CDMG|aVULN
577	16516 11121	   	177.00	DCR|3DMG|2VULN	1LEGI|28DUST|349DMG|58AME|6RCR|78VULN|8BPWR|aFEWX
578	16516 11122	   	177.00	DCR|3DMG|2VULN	1LEGI|28DUST|349DMG|58aAME|6RCR|78VULN|8BPWR
579	16516 11123	   	177.00	DCR|3DMG|2VULN	1LEGI|28DUST|349DMG|58AME|6RCR|78VULN|8BPWR|aRPLT
580	22141 34134	   	176.95	DCR|3ASPD|2DMG|1CDMG	1DMSP|24aASPD|3CDMG|5aFEWX|6LIT|7BEXP|8RCR|9aDMG|aBPWR
581	25231 14134	   	176.95	DCR|3ASPD|2DMG|1CDMG	1DMSP|2aBEXP|3LIT|45aASPD|6CDMG|7FEWX|8RCR|9aDMG|aBPWR
582	35131 14134	   	176.95	DCR|3ASPD|2DMG|1CDMG	13aBEXP|2LIT|45aASPD|6CDMG|7FEWX|8RCR|9aDMG|aBPWR
583	22132 43553	   	176.93	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5aVULN|6LIT|7FEWX|8RCR|9RCVC
584	22136 38311	   	176.85	DCR|3ASPD|2DMG|1CDMG	1DMSP|279ASPD|3CDMG|49DMG|5MBVNT|69aLWND|8RCR|9BPWR
585	22136 38317	   	176.85	DCR|3ASPD|2DMG|1CDMG	1DMSP|279ASPD|3CDMG|49DMG|5MBVNT|69LWND|8RCR|9BPWR|aCGEN
586	22136 38318	   	176.85	DCR|3ASPD|2DMG|1CDMG	1DMSP|279ASPD|3CDMG|49DMG|5MBVNT|69LWND|8RCR|9BPWR|aRPLT
587	32116 21263	 * 	176.80	DCR|2VULN|1MDPS|1AART|1DMG|1NUKE	1BEXP|2NUKE|3DUST|4DMG|58VULN|6RCR|7FEWX|9AART|aMDPS
588	22136 38313	   	176.75	DCR|3ASPD|2DMG|1CDMG|1MSE	1DMSP|279ASPD|3CDMG|49DMG|5MBVNT|69LWND|8RCR|9BPWR|aMSE
589	22136 38315	   	176.75	DCR|3ASPD|2DMG|1CDMG	1DMSP|279ASPD|3CDMG|49DMG|5MBVNT|69LWND|8RCR|9BPWR|aLEGI
590	53151 34171	   	176.71	DCR|3ASPD|1VULN|1AART|1DUR	1DUR|25BEXP|3MBVNT|457ASPD|5BPWR|6VULN|8CGEN|9RCR|aAART
591	22132 51413	   	176.66	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6DUST|7RCR|8DUR|9ZMB|aRCVC
592	51341 52323	   	176.50	DCR|2VULN|1AART|1DMG|2DUR	17DUR|2CGEN|3RCVC|48VULN|5AART|6DMG|9AELBLL|aRCR
593	22436 12236	   	176.34	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1DMSP|26ASPD|3BELT|4VULN|5CDMG|7DMG|8LIT|9ZMB|aRCR
594	22124 12236	   	176.34	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1DMSP|26ASPD|3CDMG|4VULN|5BELT|7DMG|8LIT|9ZMB|aRCR
595	22132 36236	   	176.34	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1DMSP|26ASPD|3CDMG|4DMG|5VULN|7BELT|8LIT|9ZMB|aRCR
596	22131 51313	   	176.33	DCR|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4DMG|5LWND|6DUST|7RCR|8ZMB|9AART|aDUR
597	22132 51366	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6DUST|7RCR|8ZMB|9LIT|aDUR
598	22132 51414	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6DUST|7RCR|8DUR|9ZMB|aLIT
599	22132 51415	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6DUST|7RCR|8DUR|9ZMB|aLWND
600	22132 51416	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6DUST|7RCR|8DUR|9ZMB|aCGEN
601	22136 84354	   	176.30	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5MBVNT|6NUKE|79VULN|8RCR|aRCVC
602	22132 51411	   	176.23	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6DUST|7RCR|8DUR|9ZMB|aERES
603	22132 51412	   	176.23	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR|1MSE	1DMSP|2ASPD|3CDMG|4DMG|5VULN|6DUST|7RCR|8DUR|9ZMB|aMSE
604	51115 12132	   	176.18	DCR|2DMG|1VULN|1ASPD|2DUR	15DUR|2CGEN|3DUST|48DMG|6RCR|7RCVC|9ASPD|aVULN
605	52542 11222	   	176.18	DCR|2VULN|2DMG|1NUKE|2DUR|1AAC	1aDUR|2NUKE|3AAC|45LHND|6RCR|7aVULN|8RCVC|9aDMG|aBPWR
606	22132 43523	   	176.17	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5aVULN|6LIT|79FEWX|8RCR
607	22132 43533	   	176.17	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5aVULN|69LIT|7FEWX|8RCR
608	51211 63223	 * 	176.11	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	18aDUR|2CGEN|3RMIN|4DMG|5AART|6VULN|7CDMG|9RCR
