0	Index      	 *	Score 	Summary	Detail	
508	62315 42112	   	171.65	DCR|3VULN|2AART|1CDMG|1DUR	1LWND|27aVULN|3CDMG|45AART|6DUR|8RCR|9LHND
509	62315 42122	   	171.65	DCR|3VULN|2AART|1CDMG|1DUR	1LWND|27aVULN|3CDMG|45AART|6DUR|8RCR|9BEXP
510	36315 12613	   	171.65	DCR|3VULN|2AART|1CDMG|1DUR	167VULN|2LWND|3CDMG|45AART|8RCR|9CGEN|aDUR
511	36315 12631	   	171.65	DCR|3VULN|2AART|1CDMG|1DUR	167VULN|2LWND|3CDMG|45AART|8RCR|9LHND|aDUR
512	62315 12613	   	171.65	DCR|3VULN|2AART|1CDMG|1DUR	1LWND|267VULN|3CDMG|45AART|8RCR|9CGEN|aDUR
513	62315 12631	   	171.65	DCR|3VULN|2AART|1CDMG|1DUR	1LWND|267VULN|3CDMG|45AART|8RCR|9LHND|aDUR
514	32213 61623	   	171.64	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3DUST|4RCR|5LWND|6TLV|7ZMB|89DMG|aAART
515	36112 61623	   	171.64	ACR|2VULN|2DMG|1AART|1ZMB	13VULN|2LWND|4RCR|5LEGI|6TLV|7ZMB|89DMG|aAART
516	62112 61623	   	171.64	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|23VULN|4RCR|5LEGI|6TLV|7ZMB|89DMG|aAART
517	33434 32362	   	171.60	DCR|4VULN|2DMG|1DUR	137aVULN|27LIT|4DUR|5LWND|67DMG|7BPWR|8RCR|9TLV
518	12152 22635	 * 	171.58	DCR|5VULN|2ASPD|1CDMG|1DUR	1DUR|2356aVULN|45ASPD|5BPWR|7LIT|8CDMG|9RCR
519	35233 41253	   	171.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1aVULN|2MLV|3RPLT|4ASPD|5DUR|6CDMG|7RCR|8AART|9DMG
520	26315 42112	   	171.55	DCR|3VULN|2AART|1CDMG|1DUR	1LEGI|27aVULN|3CDMG|45AART|6DUR|8RCR|9LHND
521	26315 42122	   	171.55	DCR|3VULN|2AART|1CDMG|1DUR	1LEGI|27aVULN|3CDMG|45AART|6DUR|8RCR|9BEXP
522	23352 33421	   	171.55	DCR|3VULN|2DMG|1CDMG|2DUR	1LEGI|29DMG|39DUR|4CDMG|5TLV|689VULN|7DMSP|9BPWR|aRCR
523	32623 12643	   	171.53	DCR|3VULN|1AART|1DMG|1CDMG	128VULN|3AART|4DMG|567LWND|9RCR|aCDMG
524	34321 65132	   	171.43	DCR|3VULN|1AART|1DMG|1CDMG	15aVULN|2FEWX|3CDMG|4CGEN|6ERES|7AART|8RCR|9DMG
525	32442 22211	   	171.40	DCR|3VULN|2DMG|2DUR|1ZMB	127VULN|35DMG|45DUR|5BPWR|68LHND|9RCR|aZMB
526	32211 34266	 * 	171.37	ACR|2VULN|2DMG|2CDMG|1DUR|1ASPD	12VULN|3aDUST|4RCR|5DUR|6ASPD|7aDMG|8ERES|9aCDMG|aBPWR
527	32432 32263	   	171.37	DCR|3VULN|2DMG|1AART	127VULN|37DMG|4CGEN|5FEWX|67LIT|7BPWR|8TLV|9RCR|aAART
528	32415 12611	   	171.30	DCR|3VULN|2DMG|2DUR|1ZMB	127VULN|38DMG|4FEWX|56DUR|9RCR|aZMB
529	32425 12611	   	171.30	DCR|3VULN|2DMG|2DUR|1ZMB	127VULN|38DMG|4BEXP|56DUR|9RCR|aZMB
530	12251 25432	   	171.27	DCR|2VULN|2AART|1DMG|1ZMB|1DUR|1SELL	1DUR|25VULN|3TLV|4SELL|6ZMB|7aAART|8RCR|9DMG
531	33211 11563	   	171.27	DCR|3VULN|2DMG|1AART	168VULN|2LIT|37DMG|4LEGI|56LWND|6BPWR|9RCR|aAART
532	33214 11563	   	171.27	DCR|3VULN|2DMG|1AART	168VULN|2LIT|37DMG|4LEGI|56BEXP|6BPWR|9RCR|aAART
533	32631 62521	 * 	171.22	5VULN|2AART|2CDMG|1DMG|1ZMB	12568VULN|34AART|78CDMG|8BPWR|9DMG|aZMB
534	33436 32353	   	171.15	DCR|3VULN|2DMG|1CDMG|1DUR	137VULN|27LIT|4DUR|5DUST|67DMG|7BPWR|8RCR|9BELT|aCDMG
535	12542 11343	   	171.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2aVULN|3FEWX|4RCR|5AART|6ASPD|7LHND|8DMG|9ZMB
536	14142 11343	   	171.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2FEWX|3aVULN|4RCR|5AART|6ASPD|7LHND|8DMG|9ZMB
537	11142 41316	 * 	171.13	ACR|3VULN|2AART|1ZMB|1DUR	1DUR|2BEXP|368VULN|4RCR|5aAART|7CANHEL|9ZMB
538	12113 12352	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	16DUR|237VULN|4RCR|5MLV|8AIRHEA|9DMG|aAART
539	12115 12352	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	16DUR|237VULN|4RCR|5CGEN|8AIRHEA|9DMG|aAART
540	32321 25531	   	171.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|3RPLT|4CGEN|6ZMB|7AART|8DUR|9DMG|aRCR
541	26113 41313	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1LEGI|239VULN|4RCR|5MLV|6LHND|7ZMB|8AART|aDMG
542	36116 61313	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	139VULN|2LWND|4RCR|5LHND|6TLV|7ZMB|8AART|aDMG
543	62116 61313	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1LWND|239VULN|4RCR|5LHND|6TLV|7ZMB|8AART|aDMG
544	13132 66612	   	170.95	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	18DUR|2BASHEA|38LHND|4DMG|5CDMG|6AART|78VULN|8BPWR|9ASPD|aRCR
545	12114 13452	   	170.93	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|23aVULN|4RCR|5RPLT|67ASPD|8ZMB|9AART
546	23312 63211	   	170.91	DCR|3VULN|2DMG|1ZMB|1DUR	1LEGI|29DMG|3DUR|4BELT|59MLV|689VULN|7RCR|9BPWR|aZMB
547	23313 63211	   	170.91	DCR|3VULN|2DMG|1ZMB|1DUR	1LEGI|29DMG|3DUR|4BELT|59CGEN|689VULN|7RCR|9BPWR|aZMB
548	23552 63211	   	170.91	DCR|3VULN|2DMG|1ZMB|1DUR	1LEGI|29DMG|3BELT|4DUR|59MLV|689VULN|7RCR|9BPWR|aZMB
549	23553 63211	   	170.91	DCR|3VULN|2DMG|1ZMB|1DUR	1LEGI|29DMG|3BELT|4DUR|59CGEN|689VULN|7RCR|9BPWR|aZMB
550	26116 61313	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1LEGI|239VULN|4RCR|5LWND|6TLV|7ZMB|8AART|aDMG
551	36112 61313	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	139VULN|2LWND|4RCR|5LEGI|6TLV|7ZMB|8AART|aDMG
552	62112 61313	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1LWND|239VULN|4RCR|5LEGI|6TLV|7ZMB|8AART|aDMG
553	32314 14163	   	170.78	DCR|4VULN|1AART|1DMG	126aVULN|3RPLT|4DMSP|5AART|7RMIN|8DMG|9RCR
554	34321 25431	   	170.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	15VULN|2FEWX|3CDMG|4CGEN|6aZMB|7AART|8RCR|9DMG
555	12125 21156	   	170.71	DCR|3DMG|2VULN|1ZMB|1DUR	1DUR|23VULN|4MBVNT|5ZMB|6LHND|7RCR|89aDMG
556	23311 63211	   	170.71	DCR|3VULN|2DMG|1ZMB|1DUR	1LEGI|29DMG|3DUR|4BELT|59ERES|689VULN|7RCR|9BPWR|aZMB
557	23551 63211	   	170.71	DCR|3VULN|2DMG|1ZMB|1DUR	1LEGI|29DMG|3BELT|4DUR|59ERES|689VULN|7RCR|9BPWR|aZMB
558	31125 11156	   	170.71	DCR|3DMG|2VULN|1ZMB|1DUR	13VULN|2BEXP|4MBVNT|5ZMB|6DUR|7RCR|89aDMG
559	33151 12365	 * 	170.70	ACR|4VULN|3DMG|1ZMB|2MSE	1679VULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8BELT|aZMB
560	36231 25431	   	170.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	15VULN|2LWND|3TLV|4CDMG|6aZMB|7AART|8RCR|9DMG
561	36321 25431	   	170.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	15VULN|2LWND|3CDMG|4ERES|6aZMB|7AART|8RCR|9DMG
562	62231 25431	   	170.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1LWND|25VULN|3TLV|4CDMG|6aZMB|7AART|8RCR|9DMG
563	62321 25431	   	170.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1LWND|25VULN|3CDMG|4ERES|6aZMB|7AART|8RCR|9DMG
564	32225 11156	   	170.61	DCR|3DMG|2VULN|1ZMB|1DUR	12VULN|3DUST|4MBVNT|5ZMB|6DUR|7RCR|89aDMG
565	33151 12154	 * 	170.60	ACR|4VULN|3DMG|1ZMB|2MSE	1679VULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8LSRREG|aZMB
566	31125 51263	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	13aVULN|2BEXP|4MBVNT|5ZMB|6LHND|7RCR|8AART|9DMG
567	26231 25431	   	170.53	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1LEGI|25VULN|3TLV|4CDMG|6aZMB|7AART|8RCR|9DMG
568	26321 25431	   	170.53	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1LEGI|25VULN|3CDMG|4ERES|6aZMB|7AART|8RCR|9DMG
569	62365 23231	   	170.53	DCR|3VULN|2DMG|2CDMG	1LWND|256VULN|35CDMG|4DMSP|5BPWR|7aDMG|8RCR|9BEXP
570	26125 21263	   	170.48	DCR|3VULN|1AART|1DMG|1ZMB	1LEGI|23aVULN|4MBVNT|5ZMB|6FEWX|7RCR|8AART|9DMG
571	32142 21515	   	170.46	DCR|4VULN|1DMG|2ASPD|2DUR	1268VULN|35ASPD|45DUR|5BPWR|7FEWX|9RCR|aDMG
572	32415 12512	   	170.46	DCR|4VULN|1DMG|1CDMG|2DUR	1278VULN|3DMG|4FEWX|56DUR|9RCR|aCDMG
573	32425 12512	   	170.46	DCR|4VULN|1DMG|1CDMG|2DUR	1278VULN|3DMG|4BEXP|56DUR|9RCR|aCDMG
574	26365 23231	   	170.43	DCR|3VULN|2DMG|2CDMG	1LEGI|256VULN|35CDMG|4DMSP|5BPWR|7aDMG|8RCR|9BEXP
575	62365 23221	   	170.43	DCR|3VULN|2DMG|2CDMG	1LWND|256VULN|35CDMG|4DMSP|5BPWR|7aDMG|8RCR|9DUST
576	32215 21232	   	170.40	ACR|3VULN|1AART|1DMG|1ZMB	128VULN|3DUST|4RCR|5CGEN|6FEWX|7ZMB|9AART|aDMG
577	12111 32542	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2378VULN|4RCR|5RCVC|6RMIN|9DMG|aCDMG
578	12111 56131	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2368VULN|4RCR|5RCVC|7CDMG|9DMG|aRPLT
579	12111 56132	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2368VULN|4RCR|5RCVC|7CDMG|9DMG|aCGEN
580	12111 56135	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2368VULN|4RCR|5RCVC|7CDMG|9DMG|aFEWX
581	12111 56136	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2368VULN|4RCR|5RCVC|7CDMG|9DMG|aDMSP
582	23362 16236	   	170.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2DMG|3DUR|47aVULN|5LSRHEA|6ASPD|8RCR|9AART
583	32433 11651	   	170.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	12VULN|3DMG|4CGEN|5LIT|6ASPD|7RCR|8CDMG|9DUR|aAART
584	31611 23633	 * 	170.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	18VULN|238BEXP|4RCR|5DUR|6LIT|78CDMG|8BPWR|9DMG|aAART
585	34511 23633	   	170.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	18VULN|238FEWX|4RCR|5DUR|6LIT|78CDMG|8BPWR|9DMG|aAART
586	33216 22312	   	170.35	DCR|2VULN|2DMG|1AART|2DUR	17VULN|2LIT|37DMG|4LEGI|5RCVC|67DUR|7BPWR|8RCR|9LHND|aAART
587	33216 22342	   	170.35	DCR|2VULN|2DMG|1AART|2DUR	17VULN|2LIT|37DMG|4LEGI|5RCVC|67DUR|7BPWR|8RCR|9FEWX|aAART
588	33216 22352	   	170.35	DCR|2VULN|2DMG|1AART|2DUR	17VULN|2LIT|37DMG|4LEGI|5RCVC|67DUR|7BPWR|8RCR|9BEXP|aAART
589	23345 62312	   	170.35	DCR|2VULN|2DMG|1AART|2DUR	1LEGI|27DMG|35DUR|47LIT|67VULN|7BPWR|8RCR|9LHND|aAART
590	33262 31221	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2LIT|3DMG|4CDMG|5AART|7FEWX|8LHND|9RCR
591	33262 31621	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2LIT|3DMG|4CDMG|5AART|7FEWX|8LWND|9RCR
592	33262 35221	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2LIT|3DMG|4CDMG|5AART|7BEXP|8LHND|9RCR
593	33262 35621	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2LIT|3DMG|4CDMG|5AART|7BEXP|8LWND|9RCR
594	26365 23221	   	170.33	DCR|3VULN|2DMG|2CDMG	1LEGI|256VULN|35CDMG|4DMSP|5BPWR|7aDMG|8RCR|9DUST
595	32663 36223	   	170.31	DCR|3VULN|2AART|1CDMG	129VULN|38AART|4RMIN|59LWND|6RCR|79FEWX|9BPWR|aCDMG
596	12111 53542	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2368VULN|4RCR|5RCVC|7TLV|9DMG|aCDMG
597	12111 56133	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1DUR|2368VULN|4RCR|5RCVC|7CDMG|9DMG|aDUST
598	33231 11651	   	170.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	15VULN|2LIT|3DMG|4ERES|6ASPD|7RCR|8CDMG|9DUR|aAART
599	33215 11312	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	16VULN|2LIT|37DMG|4LEGI|56DUR|6BPWR|8RCR|9LHND|aAART
600	33215 11342	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	16VULN|2LIT|37DMG|4LEGI|56DUR|6BPWR|8RCR|9FEWX|aAART
601	33215 11352	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	16VULN|2LIT|37DMG|4LEGI|56DUR|6BPWR|8RCR|9BEXP|aAART
602	33262 31321	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2LIT|3DMG|4CDMG|5AART|7FEWX|8DUST|9RCR
603	33262 35321	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2LIT|3DMG|4CDMG|5AART|7BEXP|8DUST|9RCR
604	12331 22566	   	170.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1DUR|2aVULN|38CDMG|4LHND|5AIRHEA|6DMG|7RCR|9AART
605	13132 32566	   	170.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1DUR|2BASHEA|3LHND|4DMG|58CDMG|6aVULN|7RCR|9AART
606	32613 36223	   	170.21	DCR|3VULN|2AART|1CDMG	129VULN|38AART|4ERES|59LWND|6RCR|79FEWX|9BPWR|aCDMG
607	32631 24252	   	170.20	DCR|4VULN|2AART|1DUR	1258VULN|34AART|6BELT|7MBVNT|9RCR|aDUR
608	31125 45481	   	170.20	DCR|3VULN|1DMG|2CDMG|2ZMB	138VULN|2BEXP|4MBVNT|58ZMB|68CDMG|7RCR|8BPWR|9RCVC|aDMG
609	36125 45441	   	170.20	DCR|3VULN|1DMG|2CDMG|2ZMB	138VULN|29LWND|4MBVNT|58ZMB|68CDMG|7RCR|8BPWR|aDMG
610	31625 45431	   	170.20	DCR|3VULN|1DMG|2CDMG|2ZMB	189VULN|23BEXP|4MBVNT|58ZMB|68CDMG|7RCR|8BPWR|aDMG
611	62125 45431	   	170.20	DCR|3VULN|1DMG|2CDMG|2ZMB	18LWND|239VULN|4MBVNT|58ZMB|68CDMG|7RCR|8BPWR|aDMG
612	32212 55532	   	170.19	ACR|4VULN|1DMG|1CDMG|1DUR	127aVULN|3DUST|4RCR|5DLOT|6CDMG|8DUR|9DMG
613	32212 53632	   	170.19	ACR|4VULN|1DMG|1CDMG|1DUR	128aVULN|3DUST|4RCR|5DLOT|6CDMG|7DUR|9DMG
614	36542 21311	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2LWND|3aFEWX|4RCR|5DUR|6AART|7TLV|8aDMG|9MBVNT|aBPWR
615	36642 21311	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2LWND|3aBEXP|4RCR|5DUR|6AART|7TLV|8aDMG|9MBVNT|aBPWR
616	56142 21311	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1aBEXP|2LWND|3aVULN|4RCR|5DUR|6AART|7TLV|8aDMG|9MBVNT|aBPWR
617	61142 21311	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1aLWND|2BEXP|3aVULN|4RCR|5DUR|6AART|7TLV|8aDMG|9MBVNT|aBPWR
618	64142 21311	   	170.17	ACR|2VULN|2DMG|1AART|1DUR	1aLWND|2FEWX|3aVULN|4RCR|5DUR|6AART|7TLV|8aDMG|9MBVNT|aBPWR
619	33151 12116	 * 	170.14	ACR|3VULN|3DMG|1CDMG|1ZMB|2MSE	167VULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8LSRREG|9ZMB|aCDMG
620	33151 12141	 * 	170.14	ACR|3VULN|3DMG|1CDMG|1ZMB|2MSE	167VULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8LSRREG|9CDMG|aZMB
621	33262 34214	   	170.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	16VULN|2LIT|3DMG|4CDMG|5AART|7VENICY|8ZMB|9DUR|aRCR
622	66623 21121	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	125LWND|3AART|45DMG|5BPWR|6RCR|7CDMG|8VULN|9DUR|aFEWX
623	66623 21122	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	125LWND|3AART|45DMG|5BPWR|6RCR|7CDMG|8VULN|9DUR|aDMSP
624	66623 21131	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	125LWND|3AART|45DMG|5BPWR|6RCR|7CDMG|8VULN|9RMIN|aDUR
625	66623 21231	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	125LWND|3AART|45DMG|5BPWR|6RCR|7CDMG|8CGEN|9VULN|aDUR
626	32225 45481	   	170.10	DCR|3VULN|1DMG|2CDMG|2ZMB	128VULN|3DUST|4MBVNT|58ZMB|68CDMG|7RCR|8BPWR|9RCVC|aDMG
627	26542 21311	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LEGI|2aVULN|3aFEWX|4RCR|5DUR|6AART|7TLV|8aDMG|9MBVNT|aBPWR
628	26642 21311	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LEGI|2aVULN|3aBEXP|4RCR|5DUR|6AART|7TLV|8aDMG|9MBVNT|aBPWR
629	33363 61521	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2LIT|3AART|4DUR|6RCR|7DMG|8RMIN|9CDMG|aFEWX
630	33313 61221	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LIT|3AART|4BEXP|6RCR|7DMG|8ASPD|9CDMG|aFEWX
631	33313 61224	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LIT|3AART|4BEXP|6RCR|7DMG|8ASPD|9CDMG|aLWND
632	33313 61526	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2LIT|3AART|4BEXP|6RCR|7DMG|8RMIN|9CDMG|aDUR
633	33343 61221	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LIT|3AART|4aFEWX|6RCR|7DMG|8ASPD|9CDMG
634	33343 61224	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LIT|3AART|4FEWX|6RCR|7DMG|8ASPD|9CDMG|aLWND
635	51623 21111	   	170.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	125BEXP|3AART|45DMG|5BPWR|6RCR|7CDMG|8VULN|9DUST|aDUR
636	33314 61223	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aVULN|2LIT|3AART|4BEXP|5DMSP|6RCR|7DMG|8ASPD|9CDMG
637	33334 61223	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aVULN|2LIT|3AART|4RMIN|5CGEN|6RCR|7DMG|8ASPD|9CDMG
638	32613 36243	   	170.01	DCR|3VULN|2AART|1CDMG	129VULN|38AART|4ERES|5LWND|6RCR|7FEWX|aCDMG
639	12336 61253	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2aVULN|3CDMG|46LHND|5RPLT|6BPWR|7RCR|8AART|9DMG
640	11142 43351	 * 	169.93	ACR|2AART|2VULN|1DMG|2DUR	18DUR|2BEXP|36VULN|4RCR|5aAART|7LWND|9DMG
641	33363 61252	 * 	169.91	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	15VULN|2LIT|3AART|4DUR|6RCR|7DMG|8aASPD|9LHND
642	33363 61421	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2LIT|3AART|4DUR|6RCR|7DMG|8ERES|9CDMG|aFEWX
643	33363 61522	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2LIT|3AART|4DUR|6RCR|7DMG|8RMIN|9CDMG|aLEGI
644	33313 61222	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LIT|3AART|4BEXP|6RCR|7DMG|8ASPD|9CDMG|aLEGI
645	33313 61225	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LIT|3AART|4BEXP|6RCR|7DMG|8ASPD|9CDMG|aDUST
646	33343 61222	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LIT|3AART|4FEWX|6RCR|7DMG|8ASPD|9CDMG|aERES
647	33343 61223	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LIT|3AART|4FEWX|6RCR|7DMG|8ASPD|9CDMG|aTLV
648	33343 61225	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LIT|3AART|4FEWX|6RCR|7DMG|8ASPD|9CDMG|aDUST
649	32162 15413	   	169.84	DCR|3VULN|2DMG|2DUR|1ASPD	12aVULN|3ASPD|4aDMG|5BELT|6LHND|7LIT|8RCR|9aDUR|aBPWR
650	33363 61422	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2LIT|3AART|4DUR|6RCR|7DMG|8ERES|9CDMG|aLEGI
651	32215 44233	   	169.80	ACR|3VULN|1AART|1DMG|1ZMB	128VULN|3DUST|4RCR|5CGEN|6LHND|7DMG|9ZMB|aAART
652	32441 16121	   	169.71	DCR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1258VULN|3DMG|4DUR|6ASPD|7CDMG|9BEXP|aRCR
653	32213 61653	   	169.70	ACR|3VULN|1AART|1DMG|1ZMB	129VULN|3DUST|4RCR|5LWND|6TLV|7ZMB|8DMG|aAART
654	26112 64233	   	169.70	ACR|3VULN|1AART|1DMG|1ZMB	1LEGI|238VULN|4RCR|5LHND|6ERES|7DMG|9ZMB|aAART
655	33313 64523	   	169.67	DCR|3VULN|1AART|1CDMG|1ZMB	15aVULN|2LIT|3AART|4BEXP|6RCR|7RMIN|8ZMB|9CDMG
656	33313 66523	   	169.67	DCR|3VULN|1AART|1CDMG|1ZMB	15aVULN|2LIT|3AART|4BEXP|6RCR|7ZMB|8RMIN|9CDMG
