0	Index      	 *	Score 	Summary	Detail	
501	32425 31343	   	170.34	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1AART|2ERES|3LWND|4RCR|5aDMG|69ZMB|7ASPD|8VULN
502	32525 31243	   	170.34	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1AART|2ERES|3VULN|4RCR|5aDMG|69ZMB|7ASPD|8BEXP
503	35125 31343	   	170.34	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1AART|2LWND|3ERES|4RCR|5aDMG|69ZMB|7ASPD|8VULN
504	31625 31333	   	170.34	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5DMG|78VULN|9ASPD|aTLV
505	31625 31336	   	170.34	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5DMG|78VULN|9ASPD|aERES
506	32325 52115	   	170.34	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1AART|2ERES|3DUR|4RCR|5DMG|69VULN|7BELT|8aZMB
507	31633 23523	   	170.28	ACR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	14AART|2FEWX|3ZMB|5RCR|67DUR|8VULN|9ASPD|aDMG
508	34633 23523	   	170.28	ACR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	14AART|2BEXP|3ZMB|5RCR|67DUR|8VULN|9ASPD|aDMG
509	16523 43451	 * 	170.25	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1RMIN|2aDMG|3ERES|4aVULN|5MBVNT|6CDMG|7ASPD|8RCR|9aZMB|aBPWR
510	32525 31143	   	170.24	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1AART|2ERES|3VULN|4RCR|5aDMG|69ZMB|7ASPD|8LEGI
511	23126 84542	   	170.17	DCR|3VULN|2DMG|1AART	157CGEN|2MBVNT|3BEXP|479VULN|67DMG|7BPWR|8AART|aRCR
512	23132 44542	   	170.17	DCR|3VULN|2DMG|1AART	17CGEN|2MBVNT|34BEXP|57DMG|679VULN|7BPWR|8AART|aRCR
513	23133 84542	   	170.17	DCR|3VULN|2DMG|1AART	17CGEN|2MBVNT|34BEXP|579VULN|67DMG|7BPWR|8AART|aRCR
514	23184 21831	 * 	169.96	ACR|4VULN|3ASPD|1DMG	179CGEN|2MBVNT|3BEXP|4RCR|579ASPD|6789VULN|79BPWR|aDMG
515	32325 56133	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1aAART|2ERES|3DUR|4RCR|5DMG|6VULN|7CDMG|8LIT|9ASPD
516	32522 33435	   	169.92	ACR|3VULN|1AART|1CDMG|2DUR	1AART|25ERES|35aVULN|4RCR|5BPWR|6CANHEL|79DUR|8CDMG
517	31523 31326	   	169.92	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2FEWX|3ASPD|4RCR|5RCVC|6ZMB|78VULN|9DUR|aCDMG
518	31623 61326	   	169.92	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2FEWX|3ZMB|4RCR|5RCVC|6ASPD|78VULN|9DUR|aCDMG
519	42215 42373	   	169.83	ACR|3VULN|1AART|1DMG|2DUR	19DUR|2LHND|37aVULN|4MBVNT|5RCR|6DMG|8AART
