0	Index      	 *	Score 	Summary	Detail	
502	31334 62423	   	152.98	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DUR|58VULN|6FEWX|7ERES|9AART|aDMG
503	31336 31335	   	152.98	ACR|2VULN|1AART|2CDMG|1DUR	1TLV|2CGEN|3RCR|4DUR|5BELT|6aVULN|78CDMG|9AART
504	33311 24423	   	152.98	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4ERES|5BEXP|6FEWX|78VULN|9AART|aDMG
505	33313 24423	   	152.98	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4ERES|5FEWX|6BEXP|78VULN|9AART|aDMG
506	33324 24423	   	152.98	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4BEXP|5ERES|6FEWX|78VULN|9AART|aDMG
507	33361 42153	   	152.98	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|6aVULN|7LSRHEA|8RPLT|9AART
508	36332 33541	   	152.97	ACR|2VULN|2DMG|1ZMB|1DUR	1TLV|2DUST|3ZMB|4DUR|5RCR|6RPLT|7aDMG|89VULN
509	22223 31545	   	152.94	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1aERES|2LWND|3VULN|4CDMG|5LHND|6DMG|7RCR|8FLTHEA|9AART
510	44612 22313	   	152.94	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|24LIT|3RCR|5DMG|6VULN|7DUR|8ZMB|9RMIN|aAART
511	44612 23133	   	152.94	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|24LIT|3RCR|5DMG|6VULN|7RMIN|8DUR|9ZMB|aAART
512	21344 23521	   	152.88	ACR|2VULN|1AART|1DMG|1DUR	1aERES|2CGEN|3RCR|4DUR|58VULN|6MBVNT|7DMG|9AART
513	21344 23524	   	152.88	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|3RCR|4DUR|58VULN|6MBVNT|7DMG|9AART|aNUKE
514	31334 22523	   	152.88	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DUR|58VULN|6MBVNT|7ERES|9AART|aDMG
515	33315 24423	   	152.88	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4ERES|5DUST|6FEWX|78VULN|9AART|aDMG
516	23315 53243	 * 	152.86	DCR|2VULN|1AART|3DUR|2ASPD	149ERES|26ASPD|39aDUR|5AART|79VULN|8RCR|9BPWR
517	23345 53223	   	152.86	DCR|2VULN|1AART|3DUR|2ASPD	1ERES|26ASPD|34aDUR|5AART|79VULN|8RCR
518	43231 34356	 * 	152.84	DCR|3VULN|1DMG|3ASPD	129ASPD|39LIT|4MBVNT|5LHND|6DMG|79aVULN|8RCR|9BPWR
519	33362 12526	   	152.84	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DMG|56RCVC|7ZMB|8VULN|9DUR|aAART
520	33363 34316	   	152.84	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BELT|6DUR|7ZMB|8VULN|9LIT|aAART
521	44612 22321	   	152.84	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|24LIT|3RCR|5DMG|6VULN|7DUR|8ZMB|9BASHEA|aAART
522	44612 22333	   	152.84	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1ASPD|24LIT|3RCR|5DMG|6VULN|7DUR|8ZMB|9ERES|aAART
523	23135 11635	   	152.78	ACR|2VULN|1AART|2ASPD|1CDMG	19ERES|29ASPD|3LHND|4RCR|5BELT|6AART|7BEXP|89VULN|9BPWR|aCDMG
524	21254 11236	   	152.74	ACR|4VULN|1AART	1ERES|2CGEN|3589VULN|4RCR|6DUST|7BEXP|aAART
525	21255 12237	   	152.74	ACR|4VULN|1AART	1ERES|2CGEN|3789VULN|4RCR|5MBVNT|6BEXP|aAART
526	23124 63422	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4FEWX|58VULN|6RCR|7DMG|9AART|aRPLT
527	23121 34423	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4FEWX|5MLV|6RCR|78VULN|9AART|aDMG
528	41113 34423	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|2CGEN|3LHND|4ERES|5FEWX|6RCR|78VULN|9AART|aDMG
529	41223 34423	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|2CGEN|3ERES|4LHND|5FEWX|6RCR|78VULN|9AART|aDMG
530	11662 12334	 * 	152.64	ACR|2VULN|1AART|1CDMG|1FLTHEA|1SELL	1LHND|2LWND|3SELL|4RCR|5BELT|6AART|79VULN|8FLTHEA|aCDMG
531	21344 62232	   	152.62	ACR|4VULN|1CDMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5789VULN|6FEWX|aCDMG
532	23332 66236	   	152.61	ACR|3VULN|1AART|1DUR|1ASPD	1ERES|2ASPD|3DUR|4RCR|5RMIN|6CGEN|789VULN|aAART
533	23334 31236	   	152.61	ACR|3VULN|1AART|1DUR|1ASPD	1ERES|2ASPD|3DUR|4RCR|589VULN|67LHND|aAART
534	23334 61236	   	152.61	ACR|3VULN|1AART|1DUR|1ASPD	1ERES|2ASPD|3DUR|4RCR|589VULN|6RCVC|7BEXP|aAART
535	22324 41621	   	152.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2LWND|3RCR|4CGEN|5VULN|6BELT|7CDMG|8ZMB|9DMG|aAART
536	22326 31621	   	152.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2LWND|3RCR|4CGEN|5BELT|6VULN|7CDMG|8ZMB|9DMG|aAART
537	31366 53113	   	152.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|28CGEN|3RCR|4DMG|5ZMB|6RMIN|7VULN|9CDMG|aAART
538	31366 53313	   	152.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2CGEN|3RCR|4DMG|5ZMB|6RMIN|7VULN|8RCVC|9CDMG|aAART
539	43335 23224	   	152.57	DCR|3VULN|1AART|2ASPD	12ASPD|36BEXP|4CGEN|5AART|79aVULN|8RCR
540	21213 53523	   	152.56	DCR|2DMG|1AART|1VULN|1DUR	14ERES|2CGEN|3VULN|5LHND|6RCR|7aDMG|8DUR|9AART
541	23124 63421	   	152.56	DCR|2VULN|1AART|1DMG|1ASPD	1aERES|2ASPD|3LHND|4FEWX|58VULN|6RCR|7DMG|9AART
542	23124 63423	   	152.56	DCR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4FEWX|58VULN|6RCR|7DMG|9AART|aNUKE
543	32141 34423	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2LWND|3ERES|4DUR|5MLV|6RCR|78VULN|9AART|aDMG
544	33113 34423	   	152.56	DCR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3LHND|4ERES|5FEWX|6RCR|78VULN|9AART|aDMG
545	33223 34423	   	152.56	DCR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3ERES|4LHND|5FEWX|6RCR|78VULN|9AART|aDMG
546	21344 22232	   	152.52	ACR|4VULN|1CDMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5789VULN|6MBVNT|aCDMG
547	23332 46236	   	152.51	ACR|3VULN|1AART|1DUR|1ASPD	1ERES|2ASPD|3DUR|4RCR|5RMIN|6TLV|789VULN|aAART
548	23334 12236	   	152.51	ACR|3VULN|1AART|1DUR|1ASPD	17ERES|2ASPD|3DUR|4RCR|589VULN|6BEXP|aAART
549	22334 41621	   	152.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2LWND|3RCR|4TLV|5VULN|6BELT|7CDMG|8ZMB|9DMG|aAART
550	22336 31621	   	152.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2LWND|3RCR|4TLV|5BELT|6VULN|7CDMG|8ZMB|9DMG|aAART
551	33361 44213	   	152.48	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|67VULN|8LIT|9RMIN|aAART
552	25131 34423	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	13ERES|2LEGI|4DUR|5BEXP|6RCR|78VULN|9AART|aDMG
553	25223 53523	   	152.46	DCR|2DMG|1AART|1VULN|1DUR	15ERES|2LEGI|3VULN|4CGEN|6RCR|7aDMG|8DUR|9AART
554	25232 35423	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2LEGI|38VULN|4TLV|5MLV|6RCR|7DUR|9AART|aDMG
555	26232 35423	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2DUST|38VULN|4TLV|5MLV|6RCR|7DUR|9AART|aDMG
556	26232 36623	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2DUST|37VULN|4TLV|5MLV|6RCR|8DUR|9AART|aDMG
557	21362 33426	   	152.38	ACR|2DMG|1AART|1VULN|1DUR	1ERES|2CGEN|3RCR|48DMG|5RCVC|6VULN|7TLV|9DUR|aAART
558	26345 22112	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2DUST|3RCR|4LIT|5DMG|69VULN|7DUR|8RMIN|aAART
559	33361 13536	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|6RCVC|79VULN|8ERES|aAART
560	33361 14236	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|6RCVC|7ERES|89VULN|aAART
561	33361 33536	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|6DMSP|79VULN|8ERES|aAART
562	33361 34236	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|6DMSP|7ERES|89VULN|aAART
563	33361 44233	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|67VULN|8LIT|9ERES|aAART
564	34625 22112	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2LIT|3RCR|4DUST|5DMG|69VULN|7DUR|8RMIN|aAART
565	34652 22112	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2LIT|3RCR|4DMG|5DUST|69VULN|7DUR|8RMIN|aAART
566	21255 43832	   	152.35	ACR|2AART|1VULN|1DMG|1CDMG	1ERES|2CGEN|3VULN|4RCR|5MBVNT|6BELT|78AART|9CDMG|aDMG
567	36356 22113	   	152.31	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	157TLV|2DUST|3ZMB|4RCR|6AART|8VULN|9CDMG|aDMG
568	52321 52613	 * 	152.29	ACR|3DMG|1AART|1CDMG	1BEXP|2LEGI|3DUST|4RCR|5CDMG|678DMG|9LHND|aAART
569	33362 31536	   	152.28	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5RCVC|69VULN|7DUST|8ERES|aAART
570	36355 21233	   	152.27	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1TLV|2DUST|3ZMB|4RCR|5RCVC|6AART|7VULN|8SELL|9CDMG|aDMG
571	21236 32536	 * 	152.25	DCR|2VULN|1AART|2ZMB|2DUR	19ERES|2CGEN|39VULN|45ZMB|6RCR|7LWND|89DUR|9BPWR|aAART
572	23135 12442	   	152.24	ACR|2VULN|1AART|1DMG|1ASPD|1SELL	1ERES|2ASPD|3LHND|4RCR|5BELT|6AART|7SELL|89VULN|aDMG
573	21244 51232	   	152.20	DCR|4VULN|1CDMG|1DUR	1ERES|2CGEN|3589VULN|4DUR|6RCR|7BEXP|aCDMG
574	21244 52232	   	152.20	DCR|4VULN|1CDMG|1DUR	1ERES|2CGEN|3589VULN|4DUR|6RCR|7FEWX|aCDMG
575	22226 63241	   	152.20	DCR|4VULN|1CDMG|1ASPD	1ERES|2LWND|389aVULN|4CDMG|5ASPD|6RCR|7RCVC
576	22226 65221	   	152.20	DCR|4VULN|1CDMG|1ASPD	1ERES|2LWND|378aVULN|4CDMG|5ASPD|6RCR|9RCVC
577	36356 21233	   	152.17	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	15TLV|2DUST|3ZMB|4RCR|6AART|7VULN|8SELL|9CDMG|aDMG
578	35322 62423	   	152.15	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2LEGI|3ZMB|4BEXP|5RCR|68VULN|7ERES|9AART|aDMG
579	36322 62423	   	152.15	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2DUST|3ZMB|4BEXP|5RCR|68VULN|7ERES|9AART|aDMG
580	11125 41216	 * 	152.14	DCR|2AART|1DMG|1VULN|1CDMG	1LHND|2LWND|3aAART|4CGEN|5VULN|6DMG|7FEWX|8RCR|9CDMG
581	21232 33413	   	152.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2CGEN|3VULN|4ZMB|5RCVC|6RCR|7TLV|8DMG|9CDMG|aAART
582	21315 41523	 * 	152.06	ACR|2AART|2VULN|2DUR	14ERES|2CGEN|3RCR|58AART|6aDUR|79VULN
583	33361 42252	 * 	152.04	ACR|2VULN|1DMG|3DUR|2ASPD	1TLV|2aASPD|3RCR|4DMG|5BEXP|6aVULN|7LSRHEA|89aDUR|aBPWR
584	11115 41216	   	152.04	DCR|2AART|1VULN|1DMG|1CDMG	1LHND|2LWND|3aAART|4ERES|5VULN|6DMG|7FEWX|8RCR|9CDMG
585	21324 22275	 * 	152.00	ACR|4VULN|1DMG	1ERES|2CGEN|3RCR|4FEWX|578aVULN|6MBVNT|9DMG
586	41154 22113	   	151.98	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2CGEN|3LHND|4RCR|5aVULN|6RPLT|7AART|8BEXP|9DMG
587	21346 31135	 * 	151.96	ACR|2VULN|1AART|1CDMG|2DUR	1ERES|2CGEN|3RCR|48DUR|5BELT|6aVULN|7CDMG|9AART
588	31334 41135	   	151.96	ACR|2VULN|1AART|1CDMG|2DUR	1TLV|2CGEN|3RCR|48DUR|5aVULN|6BELT|7CDMG|9AART
589	31336 31135	   	151.96	ACR|2VULN|1AART|1CDMG|2DUR	1TLV|2CGEN|3RCR|48DUR|5BELT|6aVULN|7CDMG|9AART
590	31316 16236	   	151.94	ACR|3VULN|1AART|1ZMB	1TLV|2CGEN|3RCR|4ERES|5ZMB|6DUST|789VULN|aAART
591	13522 35133	   	151.88	ACR|2VULN|1AART|1DMG|1DUR	16LHND|2DUST|3DUR|4RCR|5BEXP|7AART|89VULN|aDMG
592	13526 15133	   	151.88	ACR|2VULN|1AART|1DMG|1DUR	1LHND|2DUST|3DUR|4RCR|5RCVC|6BEXP|7AART|89VULN|aDMG
593	15325 35133	   	151.88	ACR|2VULN|1AART|1DMG|1DUR	16LHND|2BEXP|3DUST|4RCR|5DUR|7AART|89VULN|aDMG
594	23134 22115	   	151.88	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|5aVULN|6RPLT|7AART|8BEXP|9DMG
595	23434 22115	   	151.88	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LWND|4RCR|5aVULN|6RPLT|7AART|8BEXP|9DMG
596	42134 22115	   	151.88	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2LWND|3ERES|4RCR|5aVULN|6RPLT|7AART|8BEXP|9DMG
597	61523 15133	   	151.88	ACR|2VULN|1AART|1DMG|1DUR	1DUST|25LWND|3DUR|4RCR|6BEXP|7AART|89VULN|aDMG
598	33364 41233	   	151.87	ACR|3VULN|1DMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DMG|5DUR|689VULN|7MLV|aRMIN
599	21233 31236	   	151.82	DCR|3VULN|1AART|1ZMB	19ERES|2CGEN|389VULN|4ZMB|5FEWX|6RCR|79MLV|9BPWR|aAART
600	21334 24623	   	151.79	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2CGEN|3RCR|4ZMB|58DUR|6FEWX|7VULN|9AART|aDMG
601	11421 35533	 * 	151.79	ACR|2VULN|1AART|2ZMB|1CDMG	1LHND|29LWND|3DUST|4RCR|5CDMG|69ZMB|7FEWX|89VULN|9BPWR|aAART
602	23134 22415	   	151.78	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|5aVULN|6RPLT|7AART|8DUST|9DMG
603	41324 11322	 * 	151.75	ACR|3VULN|2CDMG|2ASPD	19ASPD|2CGEN|3RCR|467BEXP|59aVULN|89CDMG|9BPWR
604	33336 24363	   	151.72	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1TLV|2ASPD|3RCR|49DUR|5BEXP|6ZMB|7VULN|8CDMG|aAART
605	21344 23722	   	151.69	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2CGEN|3RCR|48DUR|5VULN|6MBVNT|7DMG|9AART|aZMB
606	13221 35533	   	151.69	ACR|2VULN|1AART|2ZMB|1CDMG	1LHND|29DUST|3LWND|4RCR|5CDMG|69ZMB|7FEWX|89VULN|9BPWR|aAART
607	22226 65233	   	151.65	DCR|3VULN|2ASPD|1CDMG|1DUR	1ERES|2LWND|378VULN|4CDMG|59ASPD|6RCR|aDUR
608	21233 34236	   	151.62	DCR|3VULN|1AART|1ZMB	19ERES|2CGEN|389VULN|4ZMB|5FEWX|6RCR|79TLV|9BPWR|aAART
609	32123 34436	   	151.62	DCR|3VULN|1AART|1ZMB	19TLV|2LWND|39ERES|4FEWX|5ZMB|6RCR|789VULN|9BPWR|aAART
610	32133 34436	   	151.62	DCR|3VULN|1AART|1ZMB	19TLV|2LWND|39ERES|4ZMB|5FEWX|6RCR|789VULN|9BPWR|aAART
611	15151 11263	   	151.56	DCR|2VULN|1AART|1DMG|1DUR	14LHND|2BEXP|3AART|57VULN|6DMSP|8RCR|9DUR|aDMG
612	11151 61243	   	151.56	DCR|3VULN|2AART	14LHND|2LWND|3aAART|567VULN|8RCR|9LSRHEA
613	11151 61262	   	151.56	DCR|3VULN|2AART	14LHND|2LWND|39AART|567VULN|8RCR|aDUST
614	25314 41332	   	151.55	ACR|3VULN|1DMG|1CDMG	1ERES|2LEGI|3RCR|4LHND|5DMG|6BELT|7CDMG|89aVULN
615	23434 33335	   	151.53	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3LWND|4RCR|5VULN|6LHND|7aDMG|8CDMG|9ZMB
616	42134 33335	   	151.53	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1ASPD|2LWND|3ERES|4RCR|5VULN|6LHND|7aDMG|8CDMG|9ZMB
617	13521 31541	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUST|3DUR|4RCR|5CDMG|6ZMB|7BEXP|89VULN|aDMG
618	23134 36412	   	151.53	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|36LHND|4RCR|57VULN|8DMG|9CDMG|aZMB
619	23335 36353	   	151.53	ACR|2DMG|1VULN|2ASPD|1ZMB|1DUR	19ERES|29ASPD|3DUR|4RCR|58BELT|6VULN|79DMG|9BPWR|aZMB
620	23345 53213	 * 	151.52	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1ERES|26ASPD|34DUR|5AART|7VULN|8RCR|9LHND|aDMG
621	23134 33624	   	151.48	ACR|2AART|1VULN|1DMG|1DUR|1ASPD	1ERES|2ASPD|36LHND|4RCR|5VULN|7DMG|8DUR|9aAART
622	11125 53233	   	151.46	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2LWND|3AART|4CGEN|59VULN|6ASPD|7DUST|8RCR|aDMG
623	11145 53233	   	151.46	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2LWND|3AART|4MLV|59VULN|6ASPD|7DUST|8RCR|aDMG
624	13126 51233	   	151.46	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2DUST|3AART|4CGEN|59VULN|6ASPD|7FEWX|8RCR|aDMG
625	13126 55233	   	151.46	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2DUST|3AART|4CGEN|59VULN|6ASPD|7LWND|8RCR|aDMG
626	13151 11263	   	151.46	DCR|2VULN|1AART|1DMG|1DUR	14LHND|2DUST|3AART|57VULN|6DMSP|8RCR|9DUR|aDMG
627	15125 53233	   	151.46	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2BEXP|3AART|4CGEN|59VULN|6ASPD|7DUST|8RCR|aDMG
628	51125 53233	   	151.46	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|2LWND|3AART|4CGEN|59VULN|6ASPD|7DUST|8RCR|aDMG
629	61126 51233	   	151.46	DCR|2VULN|1AART|1DMG|1ASPD	1DUST|2LWND|3AART|4CGEN|59VULN|6ASPD|7FEWX|8RCR|aDMG
630	21315 32323	   	151.45	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	14ERES|2CGEN|3RCR|5AART|6CDMG|7ASPD|8RPLT|9VULN|aDMG
631	21315 32641	   	151.45	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	14ERES|2CGEN|3RCR|5AART|6CDMG|7ASPD|8DMG|9FEWX|aVULN
632	13521 52142	   	151.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1LHND|2DUST|39DUR|4RCR|5CDMG|6DMG|7LIT|8VULN|aAART
633	22223 31166	   	151.44	DCR|2AART|1VULN|1DMG|1CDMG	1ERES|2LWND|3VULN|4CDMG|5LHND|6DMG|7RCR|8aAART|9FEWX
634	13521 33541	   	151.43	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUST|3DUR|4RCR|5CDMG|6ZMB|7LEGI|89VULN|aDMG
635	23335 36523	   	151.43	ACR|2DMG|1VULN|2ASPD|1ZMB|1DUR	1ERES|28ASPD|3DUR|4RCR|5BELT|6VULN|79DMG|aZMB
636	33331 24424	   	151.41	ACR|2VULN|2AART|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|5MLV|6FEWX|78VULN|9aAART
637	33332 34424	   	151.41	ACR|2VULN|2AART|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|5RMIN|6LHND|78VULN|9aAART
638	43134 33511	   	151.38	ACR|2DMG|1AART|3ASPD|1DUR	129ASPD|39LHND|4RCR|5DUR|6CGEN|79DMG|8AART|9BPWR|aLWND
639	43134 33512	   	151.38	ACR|2DMG|1AART|3ASPD|1DUR	129ASPD|39aLHND|4RCR|5DUR|6CGEN|79DMG|8AART|9BPWR
640	11421 51533	   	151.38	ACR|2VULN|2DMG|1CDMG	1LHND|29LWND|3DUST|4RCR|5CDMG|69DMG|7BEXP|89VULN|9BPWR|aRMIN
641	23214 36226	 * 	151.38	3VULN|3DMG|1AART|3ASPD	137ERES|27aASPD|4BEXP|58aDMG|67aVULN|7aBPWR|9AART
642	21233 36623	   	151.37	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2CGEN|3VULN|4ZMB|5FEWX|6RCR|78DUR|9AART|aDMG
643	52125 53233	   	151.36	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|2LEGI|3AART|4CGEN|59VULN|6ASPD|7DUST|8RCR|aDMG
644	62126 51233	   	151.36	DCR|2VULN|1AART|1DMG|1ASPD	1DUST|2LEGI|3AART|4CGEN|59VULN|6ASPD|7FEWX|8RCR|aDMG
645	21315 32631	   	151.35	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	14ERES|2CGEN|3RCR|5AART|6CDMG|7ASPD|8DMG|9MBVNT|aVULN
646	21315 32652	   	151.35	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	14aERES|2CGEN|3RCR|5AART|6CDMG|7ASPD|8DMG|9VULN
647	36323 25223	   	151.34	DCR|2AART|1VULN|1DMG|2ZMB	1TLV|2DUST|35ZMB|4BEXP|67AART|8RCR|9VULN|aDMG
648	22324 36142	   	151.33	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|2LWND|3RCR|4CGEN|57VULN|6RPLT|8AART|9CDMG|aZMB
649	33331 42424	   	151.31	ACR|2VULN|2AART|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|5MLV|68VULN|7DUST|9aAART
650	23334 63533	   	151.31	ACR|2VULN|2DMG|1DUR|1ASPD	18ERES|2ASPD|3DUR|4RCR|59VULN|6RCVC|7aDMG
651	21252 15523	   	151.28	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|37VULN|4RCR|5MLV|6FEWX|8AART|9DUR|aDMG
652	23134 16123	   	151.28	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|39LHND|4RCR|57VULN|6BEXP|8AART|aDMG
653	23134 16143	   	151.28	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|57VULN|69BEXP|8AART|aDMG
654	23134 16153	   	151.28	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|57VULN|6BEXP|8AART|9CGEN|aDMG
655	23134 26214	   	151.28	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|39LHND|4RCR|57VULN|6RPLT|8AART|aDMG
656	43134 33513	   	151.28	ACR|2DMG|1AART|3ASPD|1DUR	129ASPD|39LHND|4RCR|5DUR|6CGEN|79DMG|8AART|9BPWR|aDUST
657	21254 12123	   	151.28	ACR|3VULN|2AART	1ERES|2CGEN|359VULN|4RCR|6DUST|7FEWX|8aAART
658	11421 51532	   	151.28	ACR|2VULN|2DMG|1CDMG	1LHND|29LWND|3DUST|4RCR|5CDMG|69DMG|7BEXP|89VULN|9BPWR|aERES
659	13221 51533	   	151.28	ACR|2VULN|2DMG|1CDMG	1LHND|29DUST|3LWND|4RCR|5CDMG|69DMG|7BEXP|89VULN|9BPWR|aRMIN
660	13221 51535	   	151.28	ACR|2VULN|2DMG|1CDMG	1aLHND|29DUST|3LWND|4RCR|5CDMG|69DMG|7BEXP|89VULN|9BPWR
661	13221 51536	   	151.28	ACR|2VULN|2DMG|1CDMG	1LHND|29DUST|3LWND|4RCR|5CDMG|69DMG|7BEXP|89VULN|9BPWR|aFEWX
662	13221 55533	   	151.28	ACR|2VULN|2DMG|1CDMG	1LHND|29DUST|3LWND|4RCR|5CDMG|69DMG|7FEWX|89VULN|9BPWR|aRMIN
663	22334 36142	   	151.23	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|2LWND|3RCR|4TLV|57VULN|6RPLT|8AART|9CDMG|aZMB
664	11151 61233	   	151.22	DCR|3VULN|1AART|1ZMB	14LHND|2LWND|3AART|567VULN|8RCR|9ZMB|aCGEN
665	11151 61234	   	151.22	DCR|3VULN|1AART|1ZMB	14LHND|2LWND|3AART|567VULN|8RCR|9ZMB|aRPLT
666	11151 61235	   	151.22	DCR|3VULN|1AART|1ZMB	14LHND|2LWND|3AART|567VULN|8RCR|9ZMB|aLIT
667	21254 13522	   	151.18	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|35VULN|4RCR|6DUST|7DMG|8AART|9DUR|aRPLT
668	31154 23844	   	151.18	ACR|2DMG|1AART|1VULN|1DUR	1TLV|2CGEN|3LHND|4RCR|5VULN|6MBVNT|79DMG|8AART|aDUR
