0	Index      	 *	Score 	Summary	Detail	
488	11216 34331	   	154.92	DCR|3VULN|2DMG|1SELL	19aVULN|29DUST|3BELT|4RMIN|5SELL|6RCR|7MBVNT|89DMG|9BPWR
489	11216 36232	   	154.92	DCR|3VULN|2DMG|1SELL	19aVULN|289DUST|3BELT|4RMIN|5SELL|6RCR|79DMG|9BPWR
490	11216 36433	   	154.92	DCR|3VULN|2DMG|1SELL	189VULN|29DUST|3BELT|4RMIN|5SELL|6RCR|79DMG|9BPWR|aAIRHEL
491	14232 36531	   	154.92	DCR|3VULN|2DMG|1SELL	19aVULN|2FEWX|3BELT|4SELL|59ERES|6RCR|79DMG|8MBVNT|9BPWR
492	15232 34331	   	154.92	DCR|3VULN|2DMG|1SELL	19aVULN|2BEXP|3BELT|4SELL|59ERES|6RCR|7MBVNT|89DMG|9BPWR
493	15232 36531	   	154.92	DCR|3VULN|2DMG|1SELL	19aVULN|2BEXP|3BELT|4SELL|59ERES|6RCR|79DMG|8MBVNT|9BPWR
494	15341 46411	   	154.87	DCR|2VULN|2DMG|2CDMG	1aVULN|27aBEXP|3MBVNT|45DMG|6CGEN|8RCR|9aCDMG|aBPWR
495	13331 24242	 * 	154.85	DCR|3VULN|3ZMB|1CDMG	145VULN|29aZMB|3LWND|6BELT|7CDMG|8RCR
496	11232 34331	   	154.82	DCR|3VULN|2DMG|1SELL	19aVULN|2DUST|3BELT|4SELL|59ERES|6RCR|7MBVNT|89DMG|9BPWR
497	11232 36531	   	154.82	DCR|3VULN|2DMG|1SELL	19aVULN|2DUST|3BELT|4SELL|59ERES|6RCR|79DMG|8MBVNT|9BPWR
498	14341 42582	   	154.81	DCR|2VULN|2DMG|1AART	19VULN|2FEWX|3MBVNT|45DMG|6CGEN|7AART|8DUST|aRCR
499	15341 42582	   	154.81	DCR|2VULN|2DMG|1AART	19VULN|2BEXP|3MBVNT|45DMG|6CGEN|7AART|8DUST|aRCR
500	13362 24161	 * 	154.80	DCR|2AART|2VULN|2ZMB|1DUR	1aVULN|28ZMB|3LWND|47AART|5BEXP|6DUR|9RCR
