0	Index      	 *	Score 	Summary	Detail	
478	13261 23136	   	162.10	DCR|3VULN|2DMG|1DUR	1BELT|248VULN|3RPLT|58TLV|6RCR|78DMG|8BPWR|9DUST|aDUR
479	13262 23136	   	162.10	DCR|3VULN|2DMG|1DUR	1BELT|248VULN|3RPLT|58ERES|6RCR|78DMG|8BPWR|9DUST|aDUR
480	36214 26121	   	162.09	DCR|2DMG|1AART|1VULN|2CDMG	1ERES|24DMG|3AART|5LIT|6aCDMG|7RMIN|8VULN|9RCR
481	26241 12212	   	162.07	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1FEWX|2aAART|3LHND|4LWND|5CDMG|6VULN|7RCR|8DMG|9DUR
482	26441 12222	   	162.07	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1FEWX|2aAART|3DUR|4LWND|5CDMG|6VULN|7RCR|8DMG|9LHND
483	26641 12212	   	162.07	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1FEWX|2aAART|3LWND|4LHND|5CDMG|6VULN|7RCR|8DMG|9DUR
484	31423 26413	   	162.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2ASPD|3RMIN|48DMG|5AART|6RCR|7DUR|9CGEN|aVULN
485	31423 22552	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2ASPD|3RMIN|4DMG|5AART|6RCR|7RPLT|89VULN|aDUR
486	31423 26523	   	162.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2ASPD|3RMIN|49DMG|5AART|6RCR|7DUR|8MLV|aVULN
487	36133 22884	   	161.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	13ERES|2DMG|4MBVNT|5AART|6RCR|7ZMB|8DUR|9CDMG|aVULN
488	31211 26543	   	161.91	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|79DUR|8MLV|aVULN
489	31423 25252	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2ASPD|3RMIN|4DMG|5AART|6RCR|7LSRREG|89VULN|aDUR
490	31212 66351	 * 	161.89	DCR|2VULN|1AART|3ASPD|1DMG	1ERES|268ASPD|3AART|4DMG|5aVULN|7DUST|9RCR
491	31133 23823	   	161.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	13ERES|2ASPD|4MBVNT|5AART|6RCR|79DMG|8DUR|aVULN
492	36133 23823	   	161.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	13ERES|29DMG|4MBVNT|5AART|6RCR|7ASPD|8DUR|aVULN
493	31133 23721	   	161.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	13ERES|2ASPD|4MBVNT|5AART|6RCR|79DMG|8VULN|aDUR
494	36133 23721	   	161.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	13ERES|29DMG|4MBVNT|5AART|6RCR|7ASPD|8VULN|aDUR
