0	Index      	 *	Score 	Summary	Detail	
470	46521 23132	   	191.85	DCR|2VULN|2AART|1ASPD|1AAC|1ZMB	1CGEN|2AAC|3ASPD|49AART|5ZMB|6aVULN|7RCR|8DUST
471	14216 13352	   	191.84	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1ZMB	1FEWX|2MDPS|3ZMB|4DMG|5AART|6TSLFST|7ASPD|8aVULN|9RCR
472	31323 65134	   	191.82	DCR|2VULN|2AART|1MDPS|1ASPD|1DUR	1aAART|2DUR|35VULN|4MDPS|6RCR|7TLV|8ASPD|9MLV
473	32425 25122	   	191.79	DCR|2DMG|1VULN|1AART|1ASPD	1AART|23RCVC|4VULN|5TLV|6RCR|7ASPD|8aDMG|9AELBLL
474	34623 33411	   	191.78	DCR|2DMG|1VULN|1AART|3DUR|1ZMB	1AART|2RMIN|35DMG|46aDUR|7RCR|8ZMB|9VULN
475	31323 16213	   	191.76	DCR|4VULN|1MDPS|1AART|3DUR	1AART|269DUR|3567VULN|4MDPS|6BPWR|8TLV|aRCR
476	12422 62236	   	191.75	DCR|2ASPD|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2AART|3CDMG|4RCVC|59ASPD|6DMG|7DUR|8RCR|aZMB
477	34651 21212	   	191.73	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2RMIN|38DMG|4AME|5ZMB|6VULN|7CDMG|9DUR|aRCR
478	34222 33121	   	191.73	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	1AART|2RMIN|3ASPD|46DUR|5RCVC|7RCR|89DMG|aCDMG
479	14425 44141	 * 	191.73	DCR|2VULN|1MDPS|2DMG|2ASPD	1aFEWX|2MDPS|3aDMG|46VULN|5MBVNT|7LIT|8RCR|9aASPD|aBPWR
480	31323 62632	   	191.67	DCR|4VULN|1MDPS|1AART|1DUR	1AART|2DUR|3589VULN|4MDPS|6RCR|7RCVC|aBEXP
481	31323 62633	   	191.67	DCR|4VULN|1MDPS|1AART|1DUR	1AART|2DUR|3589VULN|4MDPS|6RCR|7RCVC|aLHND
482	31323 62636	   	191.67	DCR|4VULN|1MDPS|1AART|1DUR	1AART|2DUR|3589VULN|4MDPS|6RCR|7RCVC|aCGEN
483	12432 33442	   	191.66	DCR|2VULN|2AART|2CDMG|1ZMB	1FEWX|28AART|3aCDMG|4ZMB|5LWND|67VULN|9RCR
484	34222 21232	   	191.61	DCR|2ASPD|1VULN|1AART|1CDMG|1AAC|1DUR	1AART|2RMIN|39ASPD|4DUR|5RCVC|6VULN|7CDMG|8RCR|aAAC
485	31323 62631	   	191.57	DCR|4VULN|1MDPS|1AART|1DUR	1AART|2DUR|3589VULN|4MDPS|6RCR|7RCVC|aDUST
486	34222 33132	   	191.56	DCR|2AART|2DMG|1ASPD|2DUR	19AART|2RMIN|3ASPD|46DUR|5RCVC|7RCR|8aDMG
487	32243 31425	   	191.51	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RCVC|3VULN|4DUST|5DMG|6ZMB|7CDMG|8BEXP|9RCR|aASPD
488	32653 13135	   	191.49	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2RCVC|3BASARM|5DUR|6RCR|7CDMG|8FEWX|9DMG|aVULN
489	31452 23332	   	191.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1AART|2aDUR|3CDMG|47VULN|5LHND|6CGEN|8ASPD|9RCR
490	31462 33332	   	191.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1AART|2aDUR|3CDMG|4CGEN|5LWND|67VULN|8ASPD|9RCR
491	31464 33332	   	191.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1AART|2aDUR|3CDMG|4CGEN|5LHND|67VULN|8ASPD|9RCR
492	12323 23446	   	191.43	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1FEWX|2AART|35VULN|4MDPS|6DUR|7RCR|8aDMG|9RMIN
493	31323 63151	   	191.42	DCR|2VULN|1MDPS|1AART|1ASPD|2DUR|1ZMB	1AART|2aDUR|35VULN|4MDPS|6RCR|7RMIN|8ASPD|9ZMB
494	32215 22112	   	191.41	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2RCVC|39VULN|45RMIN|6RCR|7CGEN|8DMG|aASPD
495	32346 22112	   	191.41	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2RCVC|3RMIN|4AELBLL|59VULN|6RCR|7CGEN|8DMG|aASPD
496	31421 26124	   	191.35	DCR|2VULN|2AART|1CDMG|2DUR|1AAC	1aAART|29DUR|3CDMG|4BELT|59ERES|6AAC|7RCR|89VULN|9BPWR
497	12323 23426	   	191.33	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1FEWX|2AART|35VULN|4MDPS|6DUR|7RCR|8aDMG|9ERES
498	36323 23426	   	191.33	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1AART|2FEWX|35VULN|4MDPS|6DUR|7RCR|8aDMG|9ERES
499	31323 65151	   	191.32	DCR|2VULN|1MDPS|1AART|1ASPD|2DUR|1ZMB	1AART|2aDUR|35VULN|4MDPS|6RCR|7TLV|8ASPD|9ZMB
500	12453 33632	   	191.32	DCR|2VULN|1AART|2CDMG|1ASPD	17FEWX|2AART|3aCDMG|48VULN|5BEXP|6RCR|9ASPD
501	32215 24112	   	191.31	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2RCVC|39VULN|45RMIN|6RCR|7TLV|8DMG|aASPD
502	32346 24112	   	191.31	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2RCVC|3RMIN|4AELBLL|59VULN|6RCR|7TLV|8DMG|aASPD
503	52632 41322	   	191.24	DCR|2AART|1VULN|2CDMG|1ASPD|1ZMB	1ZMB|25CDMG|3LWND|4DUST|6aAART|7VULN|8ASPD|9RCR
504	34222 33122	 * 	191.14	DCR|3DMG|1AART|1ASPD|2DUR	1AART|2RMIN|3ASPD|46DUR|5RCVC|7RCR|89aDMG
505	12365 11361	 * 	191.10	ACR|5VULN|1AART|2CDMG	15aFEWX|2AART|3689aVULN|4RCR|7aCDMG|aBPWR
506	31127 78433	   	191.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	1aAART|29DUR|3LIT|4MBVNT|5ASPD|6VULN|7RCR|8CDMG
507	35113 13135	   	190.99	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	13AART|2VENFST|4RCVC|5DUR|6RCR|7CDMG|8FEWX|9DMG|aVULN
508	35113 13435	   	190.99	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	13AART|2VENFST|4RCVC|5DUR|6RCR|7CDMG|8BEXP|9DMG|aVULN
509	35113 13536	   	190.99	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	13AART|2VENFST|4RCVC|5DUR|6RCR|7CDMG|8LWND|9DMG|aVULN
510	54521 32121	   	190.93	DCR|2DMG|1AART|1ASPD|1CDMG|2ZMB	15ZMB|2AME|3ASPD|4AART|6RCR|7CGEN|89DMG|aCDMG
511	32436 22111	   	190.87	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23RCVC|4MLV|59VULN|6RCR|7CGEN|8DMG|aCDMG
512	51521 32121	   	190.83	DCR|2DMG|1AART|1ASPD|1CDMG|2ZMB	15ZMB|2ERES|3ASPD|4AART|6RCR|7CGEN|89DMG|aCDMG
513	34141 21232	   	190.82	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR|1ZMB	1AART|2RMIN|34DUR|5ZMB|6VULN|7aCDMG|8RCR|9ASPD
514	34156 21232	   	190.82	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR|1ZMB	1AART|2RMIN|35DUR|4ZMB|6VULN|7aCDMG|8RCR|9ASPD
515	32425 22111	   	190.77	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23RCVC|49VULN|5TLV|6RCR|7CGEN|8DMG|aCDMG
516	32425 26111	   	190.77	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23RCVC|49VULN|5TLV|6RCR|7RMIN|8DMG|aCDMG
517	32436 24111	   	190.77	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23RCVC|4MLV|59VULN|6RCR|7TLV|8DMG|aCDMG
518	32424 24111	   	190.77	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23RCVC|49VULN|5CGEN|6RCR|7TLV|8DMG|aCDMG
519	31361 66123	 * 	190.75	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	1AART|2aDUR|3aVULN|4RCR|5ASPD|68BELT|7CGEN|9aDMG|aBPWR
520	51521 34121	   	190.73	DCR|2DMG|1AART|1ASPD|1CDMG|2ZMB	15ZMB|2ERES|3ASPD|4AART|6RCR|7TLV|89DMG|aCDMG
521	53652 21232	   	190.72	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR|1AAC|1ZMB	1ZMB|24DUR|3VULN|5AART|6AAC|7aCDMG|8RCR|9ASPD
522	53632 21232	   	190.72	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR|1AAC|1ZMB	1ZMB|25DUR|3VULN|4AART|6AAC|7aCDMG|8RCR|9ASPD
523	53634 31232	   	190.72	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR|1AAC|1ZMB	1ZMB|26DUR|3VULN|4AART|5AAC|7aCDMG|8RCR|9ASPD
524	34622 21231	   	190.68	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2RMIN|3DMG|4DUR|5RCVC|6VULN|7CDMG|8RCR|9ASPD|aLHND
525	34622 21233	   	190.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2RMIN|3DMG|4DUR|5RCVC|6VULN|7CDMG|8RCR|9ASPD|aBEXP
526	31361 63123	   	190.65	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	1AART|2aDUR|3aVULN|4RCR|5ASPD|68BELT|7TLV|9aDMG|aBPWR
527	32223 21234	   	190.60	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	1AART|2RCVC|3VULN|4BEXP|5DMG|6AAC|7aCDMG|8RCR|9ASPD
528	34622 21232	   	190.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2RMIN|3DMG|4DUR|5RCVC|6VULN|7CDMG|8RCR|9ASPD|aMBVNT
529	32243 21234	   	190.50	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	1AART|2RCVC|3VULN|4DUST|5DMG|6AAC|7aCDMG|8RCR|9ASPD
530	32422 13114	   	190.45	DCR|3VULN|1AART|1DMG	1AART|23RCVC|49aVULN|5LWND|6DMSP|7RCR|8DMG
531	32423 13124	   	190.45	DCR|3VULN|1AART|1DMG	1AART|23RCVC|45aVULN|6LWND|7RCR|8DMG|9AELBLL
532	32423 13134	   	190.45	DCR|3VULN|1AART|1DMG	1AART|23RCVC|45aVULN|69LWND|7RCR|8DMG
533	32423 13162	   	190.45	DCR|3VULN|1AART|1DMG	1AART|23RCVC|45aVULN|6LWND|7RCR|8DMG|9RMIN
534	32423 13312	   	190.45	DCR|3VULN|1AART|1ASPD	1AART|23RCVC|459VULN|6LWND|7RCR|8CGEN|aASPD
535	32423 13436	   	190.45	DCR|3VULN|1AART|1ASPD	1AART|23RCVC|45aVULN|6LWND|7RCR|8RPLT|9ASPD
536	32423 23124	   	190.45	DCR|3VULN|1AART|1DMG	1AART|23RCVC|45aVULN|6BEXP|7RCR|8DMG|9AELBLL
537	32423 23162	   	190.45	DCR|3VULN|1AART|1DMG	1AART|23RCVC|45aVULN|6BEXP|7RCR|8DMG|9RMIN
538	32423 23312	   	190.45	DCR|3VULN|1AART|1ASPD	1AART|23RCVC|459VULN|6BEXP|7RCR|8CGEN|aASPD
539	32423 23436	   	190.45	DCR|3VULN|1AART|1ASPD	1AART|23RCVC|45aVULN|6BEXP|7RCR|8RPLT|9ASPD
540	32425 25121	   	190.45	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|23RCVC|4VULN|5TLV|6RCR|7ASPD|8DMG|9AELBLL|aCDMG
541	45231 33112	   	190.43	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1CGEN|2RCVC|3AART|46DUR|5ZMB|7RCR|8aDMG|9VULN
542	45231 33124	   	190.43	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1CGEN|2RCVC|3AART|46DUR|5ZMB|7RCR|89DMG|aVULN
543	45252 33112	   	190.43	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1CGEN|2RCVC|3AART|4ZMB|56DUR|7RCR|8aDMG|9VULN
544	53521 32111	   	190.43	DCR|2AART|1VULN|1DMG|2DUR|2ZMB	15ZMB|2aDUR|34AART|6RCR|7CGEN|8DMG|9VULN
545	53521 33512	   	190.43	DCR|2AART|1VULN|1DMG|2DUR|2ZMB	15ZMB|28DUR|34AART|6RCR|7LHND|9VULN|aDMG
546	53521 33522	   	190.43	DCR|2AART|1VULN|1DMG|2DUR|2ZMB	15ZMB|28DUR|34AART|6RCR|7LHND|9DMG|aVULN
547	52323 54133	 * 	190.41	DCR|2VULN|1ASPD|1NUKE|1CDMG|1ZMB	1ZMB|2CDMG|3RPLT|4TLV|58VULN|6RCR|7BELT|9ASPD|aNUKE
548	32425 36112	   	190.35	DCR|3VULN|1AART|1ASPD	1AART|23RCVC|469VULN|5TLV|7RCR|8LWND|aASPD
549	32431 53114	   	190.35	DCR|3VULN|1AART|1DMG	1AART|23RCVC|4MLV|5ERES|69aVULN|7RCR|8DMG
550	32423 13116	   	190.35	DCR|3VULN|1AART|1DMG	1AART|23RCVC|459VULN|6LWND|7RCR|8DMG|aBASFIG
551	32423 13152	   	190.35	DCR|3VULN|1AART|1DMG	1AART|23RCVC|45aVULN|6LWND|7RCR|8DMG|9ERES
552	32423 13212	   	190.35	DCR|3VULN|1AART|1ASPD	1AART|23RCVC|459VULN|6LWND|7RCR|8TLV|aASPD
553	32423 23116	   	190.35	DCR|3VULN|1AART|1DMG	1AART|23RCVC|459VULN|6BEXP|7RCR|8DMG|aBASFIG
554	32423 23152	   	190.35	DCR|3VULN|1AART|1DMG	1AART|23RCVC|45aVULN|6BEXP|7RCR|8DMG|9ERES
555	32423 23212	   	190.35	DCR|3VULN|1AART|1ASPD	1AART|23RCVC|459VULN|6BEXP|7RCR|8TLV|aASPD
556	54521 32122	   	190.33	DCR|3DMG|1AART|1ASPD|2ZMB	15ZMB|2AME|3ASPD|4AART|6RCR|7CGEN|89aDMG
557	53521 34111	   	190.33	DCR|2AART|1VULN|1DMG|2DUR|2ZMB	15ZMB|2aDUR|34AART|6RCR|7TLV|8DMG|9VULN
558	12422 11652	   	190.32	DCR|2VULN|1AART|2CDMG|1ASPD	1FEWX|2AART|3aCDMG|4RCVC|5ASPD|67VULN|8RCR|9MBVNT
559	34121 33111	   	190.27	DCR|2AART|1VULN|1DMG|3DUR|1ZMB	14AART|2RMIN|36aDUR|5ZMB|7RCR|8DMG|9VULN
560	53525 33111	   	190.27	DCR|2AART|1VULN|1DMG|3DUR|1ZMB	1ZMB|26aDUR|34AART|5RMIN|7RCR|8DMG|9VULN
561	32425 36212	   	190.25	DCR|3VULN|1AART|1ASPD	1AART|23RCVC|469VULN|5TLV|7RCR|8DUST|aASPD
562	51521 32122	   	190.23	DCR|3DMG|1AART|1ASPD|2ZMB	15ZMB|2ERES|3ASPD|4AART|6RCR|7CGEN|89aDMG
563	34222 33131	   	190.22	DCR|2AART|1ASPD|1DMG|1CDMG|2DUR	19AART|2RMIN|3ASPD|46DUR|5RCVC|7RCR|8DMG|aCDMG
564	34232 33563	   	190.21	DCR|2VULN|2ASPD|1AART|2DUR|1AAC	1AART|2RMIN|39ASPD|49VULN|5RCVC|6LEGI|7AAC|89DUR|9BPWR|aRCR
565	32423 13146	   	190.20	DCR|2VULN|2DMG|1AART	1AART|23RCVC|45VULN|6LWND|7RCR|8aDMG|9FEWX
566	32423 23136	   	190.20	DCR|2VULN|2DMG|1AART	1AART|23RCVC|45VULN|6BEXP|7RCR|8aDMG|9LWND
567	32423 23146	   	190.20	DCR|2VULN|2DMG|1AART	1AART|23RCVC|45VULN|6BEXP|7RCR|8aDMG|9FEWX
568	53522 63111	   	190.17	DCR|2AART|1VULN|1DMG|3DUR|1ZMB	1ZMB|25aDUR|34AART|6ERES|7RCR|8DMG|9VULN
569	51521 34122	   	190.13	DCR|3DMG|1AART|1ASPD|2ZMB	15ZMB|2ERES|3ASPD|4AART|6RCR|7TLV|89aDMG
570	53513 11362	   	190.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|38AART|4CGEN|5DMG|6TLV|7CDMG|9VULN|aRCR
571	32223 21236	   	190.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AART|2RCVC|3VULN|4BEXP|5DMG|6AAC|7CDMG|8RCR|9ASPD|aSPLREG
572	31421 16161	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2DUR|3CDMG|4BELT|5ERES|6ASPD|7RCR|8aVULN|9RPLT
573	34233 33222	   	190.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6ZMB|8LIT|9RPLT|aRCR
574	34233 33236	   	190.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6ZMB|8LIT|9BELT|aRCR
575	53526 32111	   	190.02	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|2aDUR|34AART|5RCVC|6RCR|7CGEN|8DMG|9VULN
576	34633 13613	   	190.00	DCR|2VULN|2DMG|1AART|1AAC	1AART|2RMIN|35DMG|49VULN|6DMSP|7RCR|8CGEN|aAAC
577	32423 31365	 * 	189.96	DCR|3AART|2VULN|1DMG	18aAART|23RCVC|45VULN|6DMG|7RPLT|9RCR
578	34233 13332	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6TLV|8ZMB|9LWND|aRCR
579	34233 13342	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6TLV|8ZMB|9FEWX|aRCR
580	34233 23332	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6AAC|8ZMB|9LWND|aRCR
581	34233 23342	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6AAC|8ZMB|9FEWX|aRCR
582	34233 31814	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|48VULN|5DMG|6ZMB|7MBVNT|9LWND|aRCR
583	32123 31632	   	189.93	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCVC|3FEWX|4BEXP|5DMG|6ZMB|7CDMG|89VULN|aRCR
584	32223 31135	   	189.93	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCVC|39VULN|4BEXP|5DMG|6ZMB|7CDMG|8LHND|aRCR
585	61632 32512	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2AME|3aVULN|4AART|5DUR|6DMG|7ASPD|8LWND|9RCR
586	62342 32512	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2AART|3aVULN|4CGEN|5DUR|6DMG|7ASPD|8LWND|9RCR
587	12333 31231	   	189.90	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	14FEWX|2AART|3VULN|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aLHND
588	12333 31233	   	189.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	14FEWX|2AART|3VULN|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aBEXP
589	36333 31231	   	189.90	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1AART|24FEWX|3VULN|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aLHND
590	36333 31233	   	189.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|24FEWX|3VULN|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aBEXP
591	35322 51161	   	189.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2VENFST|3LHND|4VULN|5ASPD|6AME|7RCR|8DUR|9DMG|aCDMG
592	35322 61161	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2VENFST|3LHND|4VULN|5ASPD|6CGEN|7RCR|8DUR|9DMG|aCDMG
593	12453 31162	   	189.86	DCR|3VULN|1MDPS|1AART|1CDMG|1DUR	1FEWX|2AART|3CDMG|489VULN|5BEXP|6RCR|7MDPS|aDUR
594	31453 31161	   	189.86	DCR|3VULN|1MDPS|1AART|1CDMG|1DUR	1AART|2DUR|3CDMG|489VULN|5BEXP|6RCR|7MDPS|aMLV
595	31453 31163	   	189.86	DCR|3VULN|1MDPS|1AART|1CDMG|1DUR	1AART|2DUR|3CDMG|489VULN|5BEXP|6RCR|7MDPS|aLHND
596	32222 13114	   	189.85	DCR|3VULN|1AART|1DMG	1AART|25RCVC|39aVULN|4BEXP|6DMSP|7RCR|8DMG
597	34233 23362	   	189.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6AAC|8ZMB|9DUST|aRCR
598	32143 31632	   	189.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCVC|3FEWX|4DUST|5DMG|6ZMB|7CDMG|89VULN|aRCR
599	32243 31135	   	189.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCVC|39VULN|4DUST|5DMG|6ZMB|7CDMG|8LHND|aRCR
600	32243 31432	   	189.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2RCVC|39VULN|4DUST|5DMG|6ZMB|7CDMG|8BEXP|aRCR
601	52323 53341	   	189.81	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3RPLT|4TLV|5VULN|6RCR|7LHND|89AART|aDMG
602	12323 15244	   	189.80	DCR|3VULN|1MDPS|1AART|1DMG|1ZMB	167FEWX|2AART|356VULN|4MDPS|6BPWR|8DMG|9RCR|aZMB
603	12333 31232	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	14FEWX|2AART|3VULN|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aMBVNT
604	34233 31714	   	189.80	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RMIN|3ASPD|4VULN|5DMG|6ZMB|7MBVNT|8RCR|9CGEN|aCDMG
605	36333 31232	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|24FEWX|3VULN|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aMBVNT
606	35322 31161	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2VENFST|3LHND|4VULN|5ASPD|6ERES|7RCR|8DUR|9DMG|aCDMG
607	32263 63522	   	189.72	DCR|2VULN|2AART|1DMG|1DUR	1aAART|2RCVC|38VULN|4DUR|5RPLT|6DMG|7RMIN|9RCR
608	34233 31744	   	189.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RMIN|3ASPD|4VULN|5DMG|6ZMB|7MBVNT|8RCR|9ERES|aCDMG
609	34632 31234	   	189.70	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1AART|2RMIN|3DMG|4VULN|5RCVC|6LEGI|7aCDMG|8RCR|9ASPD
610	35322 51163	   	189.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1aAART|2VENFST|3LHND|4VULN|5ASPD|6AME|7RCR|8DUR|9DMG
611	35322 61163	   	189.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1aAART|2VENFST|3LHND|4VULN|5ASPD|6CGEN|7RCR|8DUR|9DMG
612	34233 16532	   	189.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2RMIN|37ASPD|4VULN|5DMG|6TLV|8FEWX|9CDMG|aRCR
613	34233 26532	   	189.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1AAC	1AART|2RMIN|37ASPD|4VULN|5DMG|6AAC|8FEWX|9CDMG|aRCR
614	34234 11333	 * 	189.62	DCR|1SPLARM|2AART|1VULN|1ASPD|1ZMB|1DUR	1aAART|2RMIN|3ASPD|4VULN|5SPLARM|6FEWX|7RCR|8ZMB|9DUR
615	56533 12332	   	189.60	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB	1ZMB|2AAC|3ASPD|4LEGI|578VULN|6LHND|9RCR|aAART
616	35322 31163	   	189.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1aAART|2VENFST|3LHND|4VULN|5ASPD|6ERES|7RCR|8DUR|9DMG
617	31453 32143	 * 	189.58	DCR|1VULN|1AART|2CDMG|1NUKE|1ZMB|1DUR	1AART|2DUR|39CDMG|4VULN|5BEXP|6RCR|7RMIN|8ZMB|aNUKE
618	34152 33112	   	189.53	DCR|2DMG|1VULN|1AART|2DUR|1ZMB	1AART|2RMIN|36DUR|4ZMB|5RCVC|7RCR|8aDMG|9VULN
619	34152 33124	   	189.53	DCR|2DMG|1VULN|1AART|2DUR|1ZMB	1AART|2RMIN|36DUR|4ZMB|5RCVC|7RCR|89DMG|aVULN
620	34622 33412	   	189.53	DCR|2DMG|1VULN|1AART|2DUR|1ZMB	1AART|2RMIN|3aDMG|46DUR|5RCVC|7RCR|8ZMB|9VULN
621	43552 33112	   	189.53	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1CGEN|26DUR|3AART|4ZMB|5RCVC|7RCR|8aDMG|9VULN
622	53512 33112	   	189.53	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1ZMB|26DUR|3AART|4CGEN|5RCVC|7RCR|8aDMG|9VULN
623	53512 33124	   	189.53	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1ZMB|26DUR|3AART|4CGEN|5RCVC|7RCR|89DMG|aVULN
624	32223 31262	   	189.52	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aAART|2RCVC|3VULN|4BEXP|5DMG|6ZMB|7CDMG|8RCR|9MBVNT
625	32263 62522	   	189.48	DCR|3VULN|1AART|1DMG|1DUR	1AART|2RCVC|389VULN|4DUR|5RPLT|6DMG|7CGEN|aRCR
626	32263 63532	   	189.48	DCR|3VULN|1AART|1DMG|1DUR	1AART|2RCVC|389VULN|4DUR|5RPLT|6DMG|7RMIN|aRCR
627	34232 61236	   	189.46	DCR|3ASPD|1VULN|1AART|1CDMG	1AART|2RMIN|39aASPD|4VULN|5RCVC|6FEWX|7CDMG|8RCR
628	34633 13362	   	189.43	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1AART|2RMIN|35DMG|4VULN|6DMSP|7RCR|8RPLT|9ZMB|aCDMG
629	34633 13421	   	189.43	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1AART|2RMIN|35DMG|4VULN|6DMSP|7RCR|8ZMB|9AELBLL|aCDMG
630	32243 31262	   	189.42	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aAART|2RCVC|3VULN|4DUST|5DMG|6ZMB|7CDMG|8RCR|9MBVNT
